old_private	new_private	destination_module
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_six	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_six	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_three	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_three	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_twelve	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_twelve	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_two	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_two	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_zero	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_zero	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductMeasurableSpace	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments.0.NumStability.ginibreCharacteristicProductMeasurableSpace	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductSigmaFiniteRow	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments.0.NumStability.ginibreCharacteristicProductSigmaFiniteRow	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_filter_im_neg_eq_pos_of_map_conj	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts.0.NumStability.card_filter_im_neg_eq_pos_of_map_conj	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_partition_by_im	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts.0.NumStability.card_partition_by_im	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeMeasurableSpaceRSqMat	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer.0.NumStability.ginibreGaussianBridgeMeasurableSpaceRSqMat	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeStandardBorelCoordinates	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer.0.NumStability.ginibreGaussianBridgeStandardBorelCoordinates	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeStandardBorelNuisance	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer.0.NumStability.ginibreGaussianBridgeStandardBorelNuisance	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.matrixVolume_isAddHaarMeasure	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer.0.NumStability.matrixVolume_isAddHaarMeasure	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity.0.NumStability.ginibreJointDensityMeasurableSpaceRSqMat	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities.0.NumStability.ginibreJointDensityMeasurableSpaceRSqMat	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixMeasurableAdd	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMatrixMeasurableAdd	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixVolumeIsAddHaar	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMatrixVolumeIsAddHaar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixVolumeSigmaFinite	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMatrixVolumeSigmaFinite	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasurableSpaceRSqMat	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMeasurableSpaceRSqMat	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceCoordinates	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMeasureSpaceCoordinates	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisance	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisance	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisanceCore	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisanceCore	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceRSqMat	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberMeasureSpaceRSqMat	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreMeasurableAdd	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberNuisanceCoreMeasurableAdd	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeIsAddHaar	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeIsAddHaar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeSigmaFinite	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeSigmaFinite	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceVolumeIsAddHaar	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberNuisanceVolumeIsAddHaar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberStandardBorelCoordinates	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberStandardBorelCoordinates	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberStandardBorelNuisance	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction.0.NumStability.ginibreOrthogonalFiberStandardBorelNuisance	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.hasSum_real_binomialSeries	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.one_half_rpow_three_halves	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.realGamma_five_halves_div_two	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.realGinibreExpectedCountClosedForm_add_increment	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.ringChoose_succ_mul	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi	_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics
