owner_module	path	base_blob_oid	baseline_declarations	public_declarations	private_declarations	relocated_declarations	retained_declarations	destination_modules	wrapper_action	worker_change	postimage_sha256
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability/Algorithms/TestMatrices/Higham28Ginibre.lean	aea04559f2de8f338ef490a539398e43cf36caee	10	9	1	10	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics;NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	import_only_wrapper	modified	F4E34D8B8B9BA0162D8033DEC2FEDCA9099FB6EC1495F7C9D0A142B1B8BA94E6
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreAbsoluteDetRecurrence.lean	c43820af15a2196c298aeea10aca5efba67f990d	11	3	8	11	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	import_only_wrapper	modified	188668D66E48A872BB0BBE2005A798A73AC732522EA7E7C729047F1738553A21
NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability/Algorithms/TestMatrices/Higham28GinibreAtlas.lean	837631d8ef580ba88a79b3dc418c0a6c40fad5e0	0	0	0	0	0	-	import_only_wrapper	modified	696E95A1910A69C56C317C429FF5C8A42062815D0BAFAF6BF5049FB811510DC3
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability/Algorithms/TestMatrices/Higham28GinibreCharacteristicProduct.lean	3207f2b891b39886603e200bf98e7d4f5ce6477f	25	23	2	25	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	import_only_wrapper	modified	761B3A1DFFDAA671699B43CB85E7C4C2F341B219E3D45C8B64C0120E9AC55DAD
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability/Algorithms/TestMatrices/Higham28GinibreComplexPairs.lean	14b7f9f4c570657a0e7805f11a95f99c1385675f	9	7	2	9	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	import_only_wrapper	modified	E8D51E6D66CEE9CCD45158B575E0D09D37B9992E9F3CDF1380A16925748F098E
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	NumStability/Algorithms/TestMatrices/Higham28GinibreCorollary31Factor.lean	1cdeff9b581ec9d78b820a8bb8e78f8e42dc08af	1	1	0	1	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	import_only_wrapper	modified	4DC503C0418BCD64AF045D89091C8F3D81072994C1FC40DA2673CD8DDC41ED6F
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantIntegral.lean	123438c9ef106b1e21686c780ff5b892da8732e6	1	1	0	1	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	import_only_wrapper	modified	75F71E1188B58C43F142BA86628ABF7C3A6F6A619FA58D7FA960DE2657D6BC9A
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantMoment.lean	5a897b5bf8678f4f2e95046f51cd237ed80e8e02	7	7	0	7	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	import_only_wrapper	modified	9EA7298FBBBB55951DD14A2BE58F68D5B86A66414D2CC5755ECEDC8E2C76A136
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability/Algorithms/TestMatrices/Higham28GinibreDimensionTwo.lean	829f1a24b543981d4419a863199a915f99839437	7	7	0	7	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	import_only_wrapper	modified	0A7F39DDB0BA9FA5D5A6153CF6A1CE6A7602278A2AC1D152D16D6188B7C0F003
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	NumStability/Algorithms/TestMatrices/Higham28GinibreExpectationGlue.lean	19ad3901d65aaf396ad306d5e72a866ae8ddcf91	1	1	0	1	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	import_only_wrapper	modified	729FEBF6F963070F0408494FEDD9EBB2523906AD82396055B895C9BED2DA983F
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability/Algorithms/TestMatrices/Higham28GinibreFiniteFormula.lean	c45d9a9faed8fdbee20a3379cc5115e5843cf15c	19	19	0	19	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	import_only_wrapper	modified	B3663790284201640C30640B5AEDDF0F5AFE34FB3877D993F5F99F074B7F6BB5
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability/Algorithms/TestMatrices/Higham28GinibreGaussianBridge.lean	f92f1d697a021a89431ea5ada8adbf1c45d108c4	8	4	4	8	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	import_only_wrapper	modified	46C08CC1AAED17CF69B893D565BA7FE2B76E3407D369A893792E9813113799B3
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreIncidence.lean	ba7a9019acc1ed4bb105419021c1ab8258e13738	11	11	0	11	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	import_only_wrapper	modified	66136FC884B5F5C859FD9022B7FFE57D7F269FC194458AD3397361A6FDFE0DCA
NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreIntegral.lean	54b736508a5b33447d08cbaec21d347333b45f61	6	6	0	6	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	import_only_wrapper	modified	9CF44B9B81AC70158F9651D8B8FD8D8771D66FD6A07698606C0F35339572659E
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreJointDensity.lean	ecfd176b6011b1e6ad2ef56fb434cacdf30a3be4	2	1	1	2	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	import_only_wrapper	modified	0F52D4D302B5216287F0C757E1BE82B3E2228B37B2459E8491B240DB04DD85A9
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability/Algorithms/TestMatrices/Higham28GinibreMeasure.lean	f84e08c58b0cb8d2f778cd0abb01df4fb5ef02b8	8	8	0	8	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	import_only_wrapper	modified	718921AD41686471415D4FA5B45AC015D2CBB8539F92AAECC509C70A7FE46930
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	NumStability/Algorithms/TestMatrices/Higham28GinibreMultiplicity.lean	f7dbba54f187cb90419cde47a639164656680480	1	1	0	1	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	import_only_wrapper	modified	EC2301CBC94A275B8726B67458D2B83D612D83005B7DBCA41CEB15B56E25B512
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability/Algorithms/TestMatrices/Higham28GinibreOrthogonalFiber.lean	2461c84484d0c4cee42326f4bca7328d4dfc8be3	25	11	14	25	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	import_only_wrapper	modified	ADCFB46066DDD52DAD0BA802A66A93C1FAC6FEC704CCD745D9A559E3CB2F8651
NumStability.Algorithms.TestMatrices.Higham28GinibreParity	NumStability/Algorithms/TestMatrices/Higham28GinibreParity.lean	6731c74ff793ee0e3b5941c998b3eeeae195444b	16	8	8	16	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	import_only_wrapper	modified	45167D85D7C10541CB38D2208AD42F3528B4FD95FDA8F3EE0E9BFFBF2815F0FA
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneChart.lean	f0b98c60c6ce582ed82e53ad4389c7131aa98295	13	12	1	13	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	import_only_wrapper	modified	41430701491B3940D53FD927B1E3ADCB046CEB5B59E9A10A9F4D818AE62EB266
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneIncidence.lean	67a582fae2bfa030dec577d27c911a4c1737461b	0	0	0	0	0	-	import_only_wrapper	modified	9B8C95790FCC9DCFA7613EFBE37433793B537345D98F0F2A46937AF4AFB55EE5
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneSylvester.lean	8c6310a87a21087c206484815baf79941bd74e11	10	9	1	10	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	import_only_wrapper	modified	63BF245843E7B579857C57A962D8B85DC93F987F181A10D69285EDD5DB26850B
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreProjectiveIntegral.lean	2d63494edbe1497e883a984bf62b278a773d55d4	13	3	10	13	0	NumStability.Analysis.TestMatrices.RealGinibre.ProjectiveWeightIntegral	import_only_wrapper	modified	D7E171C448DE0B3F7D52E49D671FB34CF874923DA67BACAAD43AA3F3D48E39B9
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreRecurrence.lean	36611a3fef761930a43bb9c7b3717aa3afe8a611	12	8	4	12	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	import_only_wrapper	modified	21F6052087B913DF340E7F828C7313982D7A8D0356DD83E10D9F57CEB86B92A8
NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability/Algorithms/TestMatrices/Higham28GinibreRoots.lean	2cb433ab6e5d969f23d84df534174e8ccca4c346	23	22	1	23	0	NumStability.Analysis.Polynomials.RealRootCounting;NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	import_only_wrapper	modified	87AE032B092F32EAC9A55081DE947A45A3E65638C9B9BE765CA32895D1805068
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedConclusion.lean	0399e825716200610bc49179f1753c59751d6efa	6	6	0	6	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	import_only_wrapper	modified	8D8F8BCB9E1F6C8CA01CC63C1DCB894260E571AC049B17F8E807E27CB168454F
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedExpectation.lean	6fc2d5aa6a223918e49fdb4d1a4f5fc5c69110b1	14	13	1	14	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	import_only_wrapper	modified	C14BA22387B40F96EC9C713BB1F5CD0B34CAC2880DBAB5F07DB5B18C7BD17784
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedGaussian.lean	6d1ea7d7916af5b78cd63907b91429a152b753d8	0	0	0	0	0	-	import_only_wrapper	modified	751B4A01BD368DC30B70FBD729C9130B38FCE7AA631323E2D59E11343A142F7D
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedIncidence.lean	4c3c28f1fb5b2c3bff99b807cac3f193b423a591	22	15	7	22	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	import_only_wrapper	modified	F21441FFADB04742912064AAC12B9DFDFFF1AB2D7C933CCC46842F88E5EF5426
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidenceAlgebra	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedIncidenceAlgebra.lean	655154f9fe0f2692abeb333e952490bf8c162e2b	0	0	0	0	0	-	import_only_wrapper	modified	94E12E9268EEC383E23BF8A53B63B6D80AE58212A1E4C5D97CD914087F06B90C
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedKernel	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedKernel.lean	3b44f9851a381720ae1faaab37260aad0287f625	0	0	0	0	0	-	import_only_wrapper	modified	C8642BCAF5DD1697229B91618C1E99D1922EBC4FFF4B575DAE96FA70B2930CB6
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedRank.lean	c3afc03cda0368a20e1af2e917c32d6d310b5239	9	5	4	9	0	NumStability.Analysis.Polynomials.RealRootCounting;NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	import_only_wrapper	modified	A4F007B056643BA1B7253993FF7ACD40FC216735026029AD569ABFBF25AA19E9
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedRankTransfer.lean	230c047ff26c6c09df581017c340b0f4bb21840a	8	8	0	8	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	import_only_wrapper	modified	80382132ED2E761460279286EEF5F5D47C1ED2BEE6DE0C1D1C0A1B757578A738
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedScalar.lean	b60f349cb0357605ca5c619f01b5b00ca492d84f	1	1	0	1	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	import_only_wrapper	modified	6379243B8BE94B0F018054CC5D2E7F6157279BE467D6E878529CBEC3EE6701A6
NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreTraceDensity.lean	1efb0d81bc5aa5b4f2989ba11a3a12eeda61eaa3	19	14	5	19	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	import_only_wrapper	modified	BF64D4CD7244A84DB9D66A8129BE00E91A527E2E4B1CD9BE700CD7A62DABC531
NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreTruncatedIncidence.lean	5c8fe9ed140ac9915037591b2f69843112812896	7	3	4	7	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	import_only_wrapper	modified	61AFE567EC5CD4EB5FC7316B3CEBA73795043DA69B1355185F16FCCDB41377E9
NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	NumStability/Algorithms/TestMatrices/Higham28HilbertAsymptotic.lean	c589fd42618cc2d6503b952cd5b95a8191a7cf38	5	2	3	5	0	NumStability.Source.Higham.Chapter28.Equation02.DeterminantAsymptotics	import_only_wrapper	modified	AC3A3480EFABA6641B2B3FEDB04CDF978933FA4FE72BE3769E55D1B2CAB4828F
NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability/Algorithms/TestMatrices/Higham28HilbertCondition.lean	1d2dbfd1fb4414586365d62bd6814f0a3818b4e9	13	8	5	13	0	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	import_only_wrapper	modified	6C75098A56A420C85EC0301621111F1AA339CEB3DBA407D767893ADB343DAC86
NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability/Algorithms/TestMatrices/Higham28Moments.lean	1adc2bb73ba29c5a9ccd04d8c924e8528860bccb	14	6	8	14	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.MomentMatrix	import_only_wrapper	modified	85D3764A5D1976CCDBDDBECB063A217F36924E66EFC399B6BAE32D6A033C3090
NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability/Algorithms/TestMatrices/Higham28OrthogonalCoordinates.lean	24db52c2d0499325405c3635c95094b099d8b53f	0	0	0	0	0	-	import_only_wrapper	modified	384373A3E4CCB7174FE485853E9FB398FF0E27217F8A1870EE1F47E42B1541C2
NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability/Algorithms/TestMatrices/Higham28OrthogonalFibers.lean	d06597be0d336f8eecc1f5ab5d491c7f30c6c704	8	8	0	8	0	NumStability.Analysis.TestMatrices.Orthogonal.HaarFiberMeasure	import_only_wrapper	modified	93DB02282DBAA72D4D948861D8333094E619F97FCCE9E9EFD7A39CBCD789739C
NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability/Algorithms/TestMatrices/Higham28OrthogonalHaar.lean	048e3ee3625b89db61459114da1796a58bcffa0a	0	0	0	0	0	-	import_only_wrapper	modified	8853E8F6191CD23EFD8315E63573C2538467AD8A2837548EA0F71FE577D7177E
NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability/Algorithms/TestMatrices/Higham28OrthogonalSphere.lean	52a471dc08291189005c5970b28799fa04703a42	0	0	0	0	0	-	import_only_wrapper	modified	CF86CD87DED04BC70A929A99DCEBCD42A701001F9F4AEAD429C1D40FD0487487
NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability/Algorithms/TestMatrices/Higham28Pascal.lean	f695d609650499b01a172b6450f32e78294df35c	6	3	3	6	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.IdentityCubeRoot	import_only_wrapper	modified	E7B065146C3BF026C3C736EA2DB59C09CB9956B45F369745389C5D5B76F5E376
NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability/Algorithms/TestMatrices/Higham28PascalCondition.lean	4a1b3fb84ecc11158063370b49b91a2e8f7047a6	1	1	0	1	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.OptimalPerturbationRate	import_only_wrapper	modified	A48A3168DE0617D688E8E91A7FCDA73450CAB715EB3912ED13D91348BFABCE48
NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability/Algorithms/TestMatrices/Higham28PascalDualFlag.lean	b09d8c86163634c917330d9a9b6dfa56714aa723	0	0	0	0	0	-	import_only_wrapper	modified	E319CEDE9352A4B28B964D5F3846675C607640F5E0448CF4C332E3BA8648292C
NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability/Algorithms/TestMatrices/Higham28PascalOscillation.lean	fac73560236cd9db996650300671a2b33021c36a	5	5	0	5	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.OscillationEigenbasis	import_only_wrapper	modified	2DFA1C2D212BCA77A56A759C70F4D57DA355C8A7788CD52AD0A44D867D21BBD6
NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability/Algorithms/TestMatrices/Higham28PascalOscillationCore.lean	04a25d73ac71fb9718c2d323bc906c3b3c1f0820	7	7	0	7	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.OscillationSpectrum	import_only_wrapper	modified	CC88A3BD2C1E82CD10EFF031A47098AA3D445A4865022C7A5F99853DDEEBF67B
NumStability.Algorithms.TestMatrices.Higham28PascalOscillationExact	NumStability/Algorithms/TestMatrices/Higham28PascalOscillationExact.lean	21955bb01938d48abf35a20a2f54950e45c29bbd	2	2	0	2	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.SignChangeCount	import_only_wrapper	modified	5B3F85F500069BB7651A806801F2414CA25559CB71288DD4ABCEEB31800655AD
NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability/Algorithms/TestMatrices/Higham28PascalSpectral.lean	7f3cea87144d0f5e3515e34e5455718403993b14	6	4	2	6	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.SingularizingPerturbation	import_only_wrapper	modified	5421406DD73F4E6FFE4968DFBC7CDC8BCD54E2D169260E240DB7CA00AF3CE253
NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability/Algorithms/TestMatrices/Higham28PascalTotalPositivity.lean	8313100596c41026c50a24aa5fab513d6174536f	4	2	2	4	0	NumStability.Source.Higham.Chapter28.Section04.Pascal.TotalPositivity	import_only_wrapper	modified	A661AEB48FAC05D0E70CAB1041546AF8A2B0777EBC67A40725B078E430F3490E
NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability/Algorithms/TestMatrices/Higham28Probability.lean	2e2dd585465ecf370fb4b6cffd00cfba1a89571d	15	15	0	15	0	NumStability.Analysis.Probability.Haar.NormalizedOrthogonalMatrixLaw;NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.ProductLaw;NumStability.Source.Higham.Chapter28.Section02.UniformPositive.PerronAlmostSure	import_only_wrapper	modified	87992DADA91E865AC76505E5F49AB42FEE60ABF05D99124F40BECEA0A58192C4
NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	NumStability/Algorithms/TestMatrices/Higham28RandsvdNorm.lean	aa464f1e9d5910d8d6c6bbd685bea524d8cb5513	0	0	0	0	0	-	retain_byte_identical	byte_identical	56D29AC96A84A343384C3EA2B082F44C8C768F354C85A02FA51128D4ED6FCF50
NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability/Algorithms/TestMatrices/Higham28ReciprocalSPD.lean	21248902540d27cc02b1af342214691e86f738e7	3	2	1	3	0	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.TriangularInvolution	import_only_wrapper	modified	72D1ABB1C2B67790D3BA92E7F025E7589F4A5CE1EE8BBBAAD1D8FB2CD512CF74
NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability/Algorithms/TestMatrices/Higham28ShiftedHilbert.lean	fe45ace1ec246a628df7b54a072484bd92f5e209	0	0	0	0	0	-	import_only_wrapper	modified	B6E6A6ED3FE2770FDA6D9FFED7A6DE496E3ABED16DBFF6E4393D75C6F3553582
NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability/Algorithms/TestMatrices/Higham28Stewart.lean	8e73134b2e7746309230d0a6f6b321061a92bd21	19	16	3	19	0	NumStability.Analysis.TestMatrices.RandomSVD.StewartMeasurability;NumStability.Source.Higham.Chapter28.Section03.RandomSVD.SingleHouseholderRankTwo;NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.HaarConclusion	import_only_wrapper	modified	A26857B3B8D341FD7F6C06FCA27D6E99CEB5ABF0A62367D2D13CA2E2F0009C92
NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability/Algorithms/TestMatrices/Higham28StewartHaar.lean	c7ae9ddeab37bd9c4495966c4796690fb1986895	0	0	0	0	0	-	import_only_wrapper	modified	D55CA4441CA05857031FEFE7A56A9978C0DE2F1060DB278B9F4FDC808727A916
NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability/Algorithms/TestMatrices/Higham28StewartRawFiber.lean	28826f718d53bf8ef72b730b79f5ff3b0a954398	8	8	0	8	0	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.RawFiberConclusion	import_only_wrapper	modified	988DE67500FD3DE2C589255A5054AD3AAE9711B2017604D09332BB595C7C7240
NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability/Algorithms/TestMatrices/Higham28StewartRecursion.lean	d837e42e8f22f5042e99ced660c173440d6d0cbe	8	8	0	8	0	NumStability.Analysis.TestMatrices.RandomSVD.GroupLawRecursion	import_only_wrapper	modified	3F0B8F6B25007215229B44DAF3C2EBB0E135D9BE1BC951F9792FF054EEF2A431
