module	role	import_order	lean_import_line	provenance
NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	compatibility	5	import NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	1	import Mathlib.LinearAlgebra.Matrix.Block	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	2	import Mathlib.LinearAlgebra.Matrix.Charpoly.Coeff	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	3	import Mathlib.LinearAlgebra.Matrix.Rank	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	4	import NumStability.Algorithms.TestMatrices.Higham28Asymptotics	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	5	import NumStability.Algorithms.TestMatrices.Higham28Pascal	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	6	import NumStability.Algorithms.TestMatrices.Higham28Probability	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	7	import NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	8	import NumStability.Analysis.TestMatrices.Cauchy.Contracts	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	9	import NumStability.Analysis.TestMatrices.Companion.Contracts	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	10	import NumStability.Analysis.TestMatrices.Pascal.Contracts	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	11	import NumStability.Analysis.TestMatrices.Toeplitz.Contracts	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	12	import NumStability.Source.Higham.Chapter09.Problems	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	13	import NumStability.Source.Higham.Chapter09.Section01	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	14	import NumStability.Source.Higham.Chapter09.Section02	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	15	import NumStability.Source.Higham.Chapter09.Section03	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	16	import NumStability.Source.Higham.Chapter09.Section04	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	17	import NumStability.Source.Higham.Chapter09.Section05	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	18	import NumStability.Source.Higham.Chapter09.Section06	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	19	import NumStability.Source.Higham.Chapter09.Section08	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	20	import NumStability.Source.Higham.Chapter09.Section10	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	21	import NumStability.Source.Higham.Chapter09.Section11	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	22	import NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenvectors	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28Contracts	compatibility	23	import NumStability.Source.Higham.Chapter28.Section06.Companion.Nonderogatory	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	compatibility	2	import NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	1	import Mathlib.Analysis.InnerProductSpace.Adjoint	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	2	import Mathlib.Analysis.InnerProductSpace.PiL2	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	3	import Mathlib.LinearAlgebra.UnitaryGroup	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	4	import Mathlib.MeasureTheory.Constructions.Pi	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	5	import Mathlib.Probability.Distributions.Gaussian.CharFun	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	6	import Mathlib.Probability.Distributions.Gaussian.HasGaussianLaw.Independence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	7	import Mathlib.Probability.Distributions.Gaussian.Real	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	compatibility	8	import NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	compatibility	1	import Mathlib.MeasureTheory.Measure.Lebesgue.EqHaar	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	compatibility	2	import NumStability.Algorithms.LinearSystems.QR.GramSchmidt	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	compatibility	4	import NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	compatibility	5	import NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	compatibility	6	import NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	1	import Mathlib.Analysis.SpecialFunctions.Gaussian.GaussianIntegral	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	2	import Mathlib.Analysis.SpecialFunctions.OrdinaryHypergeometric	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28Asymptotics	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	4	import NumStability.Algorithms.TestMatrices.Higham28Probability	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	6	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.Ginibre	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28Ginibre	compatibility	7	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreAbsoluteDetRecurrence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreAtlas	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	1	import Mathlib.Algebra.BigOperators.Ring.Finset	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	2	import Mathlib.Data.Nat.Choose.Sum	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	3	import Mathlib.MeasureTheory.Function.L2Space	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	4	import Mathlib.MeasureTheory.Integral.Pi	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	5	import NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	6	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	compatibility	7	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreComplexPairs	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCorollary31Factor	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	compatibility	1	import Mathlib.MeasureTheory.Measure.Prod	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28Probability	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	compatibility	3	import NumStability.Analysis.Probability.Gaussian.AbsoluteMoment	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreDeterminantMoment	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	1	import Mathlib.Algebra.QuadraticDiscriminant	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	2	import Mathlib.Analysis.SpecialFunctions.PolarCoord	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	3	import Mathlib.LinearAlgebra.Matrix.Charpoly.Coeff	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	4	import NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	5	import NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	6	import NumStability.Algorithms.TestMatrices.Higham28GinibreParity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	7	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	compatibility	8	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	compatibility	1	import Mathlib.Analysis.SpecialFunctions.Gamma.Beta	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreExpectationGlue	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreSignedKernel	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	compatibility	1	import Mathlib.MeasureTheory.Integral.Prod	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	compatibility	2	import Mathlib.MeasureTheory.Measure.Lebesgue.EqHaar	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreGaussianBridge	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	compatibility	1	import Mathlib.LinearAlgebra.Matrix.Block	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	compatibility	2	import Mathlib.MeasureTheory.Function.Jacobian	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibreIncidence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreJointDensity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	compatibility	1	import Mathlib.MeasureTheory.Integral.Pi	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28Ginibre	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreMeasure	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.GinibreMultiplicity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	1	import Mathlib.LinearAlgebra.Matrix.Adjugate	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	4	import NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	5	import NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	6	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	compatibility	7	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreParity	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreParity	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreParity	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreParity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneIncidence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibrePlaneChart	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneIncidence	compatibility	1	import NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneIncidence	compatibility	2	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibrePlaneIncidence	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	compatibility	1	import Mathlib.RingTheory.Norm.Transitivity	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	compatibility	3	import NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibrePlaneSylvester	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	compatibility	5	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	compatibility	1	import Mathlib.MeasureTheory.Constructions.HaarToSphere	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	compatibility	2	import Mathlib.MeasureTheory.Function.JacobianOneDim	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	compatibility	3	import Mathlib.MeasureTheory.Integral.IntegralEqImproper	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	compatibility	4	import Mathlib.MeasureTheory.Measure.Lebesgue.VolumeOfBalls	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	compatibility	5	import Mathlib.Probability.Distributions.Beta	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	compatibility	6	import NumStability.Analysis.TestMatrices.RealGinibre.ProjectiveWeightIntegral	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	compatibility	1	import Mathlib.Analysis.Analytic.Binomial	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	compatibility	2	import NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	c0006_direct
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	compatibility	3	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	c0006_expanded
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	compatibility	4	import NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreRecurrence	c0006_direct
