owner_module	path	base_blob_oid	current_tier	debt_flags	declaration_count	semantic_classification	destination_modules	compatibility_action	split_rationale	dependency_rationale	review_status
NumStability.Algorithms.Ch14Method2CWhole	NumStability/Algorithms/Ch14Method2CWhole.lean	8a73bc68521936deee00849db86ae953e31f403a	unclassified	noncanonical_modules;unclassified_modules	3	relocate_whole	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	owner becomes declaration-free compatibility wrapper importing its routed destination	whole-owner relocation; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14Method2Loop	NumStability/Algorithms/Ch14Method2Loop.lean	b30941323e92820c492319020d4b0006392f701b	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14MethodDLeftResidual	NumStability/Algorithms/Ch14MethodDLeftResidual.lean	ae7317af4c92e6120ce24a57c036c9c732e7af5b	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14MethodDProductDischarge	NumStability/Algorithms/Ch14MethodDProductDischarge.lean	c143b4131d62e57a5d104ab67bfaa413a2b05b2e	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14MethodDUpperCertificate	NumStability/Algorithms/Ch14MethodDUpperCertificate.lean	77134fb8ec4ab5e83b059bd977076222b860a7ff	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14MethodsBC	NumStability/Algorithms/Ch14MethodsBC.lean	d78ac3cccf718224c1d489062f99eeb92d1d8e40	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14Problem142	NumStability/Algorithms/Ch14Problem142.lean	b27e95fb653e74045a4067d22ed1032dd42eb3e7	unclassified	noncanonical_modules;unclassified_modules	8	relocate_whole	NumStability.Source.Higham.Chapter14.Problem02.TriangularInversion.TwoBlockFirstOrder.Derivations	owner becomes declaration-free compatibility wrapper importing its routed destination	whole-owner relocation; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14Problem142Families	NumStability/Algorithms/Ch14Problem142Families.lean	3ab1d6b2726161719fc7037b4ed4b454ef551f7f	unclassified	noncanonical_modules;unclassified_modules	5	relocate_whole	NumStability.Source.Higham.Chapter14.Problem02.TriangularInversion.TwoBlockFamilies.Derivations	owner becomes declaration-free compatibility wrapper importing its routed destination	whole-owner relocation; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14Problem142Method2B	NumStability/Algorithms/Ch14Problem142Method2B.lean	a6a1d75d1ca8ba9784fe4ddd706e9d337e873fb7	unclassified	noncanonical_modules;unclassified_modules	1	relocate_whole	NumStability.Source.Higham.Chapter14.Problem02.TriangularInversion.TwoBlockMethod2B.FirstOrderBound	owner becomes declaration-free compatibility wrapper importing its routed destination	whole-owner relocation; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.Ch14ProductErrorNotation	NumStability/Algorithms/Ch14ProductErrorNotation.lean	dc93b9f72ff81e360b678b7a5f7add47ee928b46	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.GaussJordan	NumStability/Algorithms/GaussJordan.lean	7649be029e3aa83b0c86b36201f1f7bd999bb12c	unclassified	unclassified_modules	6	relocate_whole	NumStability.Source.Higham.Chapter14.Corollary07.RowDominantCertificates.CumulativeProductBounds	owner becomes declaration-free compatibility wrapper importing its routed destination	whole-owner relocation; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.GaussJordanPivoting	NumStability/Algorithms/GaussJordanPivoting.lean	7dbee333443d9741880191843ba05f6aee2d4e28	unclassified	unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.MatrixInversion	NumStability/Algorithms/MatrixInversion.lean	727ce80d336d6d0e727efa9aa62b069d912ba78c	unclassified	declaration_bearing_umbrellas;unclassified_modules	13	relocate_whole	NumStability.Source.Higham.Chapter14.Problem12.ConditionNumberExamples.StressAndPeiMatrices	owner becomes declaration-free compatibility wrapper importing its routed destination	whole-owner relocation; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Algorithms.MatrixInversionMethod2BInstance	NumStability/Algorithms/MatrixInversionMethod2BInstance.lean	442939586dc73a7dcc244e3ac09b0aa4d692b1d7	unclassified	unclassified_modules	0	classify_compatibility	-	remove inert open declarations only; preserve all imports byte-for-byte	declaration-free compatibility registration; no declaration route	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Source.Higham.Chapter14.Problem13	NumStability/Source/Higham/Chapter14/Problem13.lean	f524e25f485f0ba1a7629bc258dd70f4aadbd56d	source	declaration_bearing_umbrellas	5	umbrella_extract	NumStability.Source.Higham.Chapter14.Problem13.ConditionNumberBounds.UnitRowAndScalarCase	owner becomes declaration-free source aggregate importing its new child	whole aggregate extraction; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Source.Higham.Chapter14.Problem14	NumStability/Source/Higham/Chapter14/Problem14.lean	0d0b74a6875d45629c70933b682036924bf9bf44	source	declaration_bearing_umbrellas	11	umbrella_extract	NumStability.Source.Higham.Chapter14.Problem14.FloatingPointDeterminant.HymanBackwardError	owner becomes declaration-free source aggregate importing its new child	whole aggregate extraction; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
NumStability.Source.Higham.Chapter14.Problem15	NumStability/Source/Higham/Chapter14/Problem15.lean	1d61212d03fa20573eef691d550a92941c53ba5c	source	declaration_bearing_umbrellas	10	umbrella_extract	NumStability.Source.Higham.Chapter14.Problem15.SingularValueGuards.DeterminantSignAndRelativeBounds	owner becomes declaration-free source aggregate importing its new child	whole aggregate extraction; no declaration split	existing shim imports are frozen; destination import floor and DAG are hash-pinned	frozen_before_activation
