old_private	new_private	destination_module
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounter_U10	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounter_U10	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounter_gamma	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounter_gamma	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounter_gammaValid	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounter_gammaValid	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounter_radius_lower_bound	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounter_radius_lower_bound	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexVector_re_or_im_nonzero	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexVector_re_or_im_nonzero	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complex_U_entry_eq_leading_schur	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complex_U_entry_eq_leading_schur	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complex_borderedMinor_eq_pivots_mul_U	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complex_borderedMinor_eq_pivots_mul_U	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complex_borderedU_det	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complex_borderedU_det	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complex_inverse_eq_X_minus_iY	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complex_inverse_eq_X_minus_iY	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complex_leadingRows_mul_of_lower_left	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complex_leadingRows_mul_of_lower_left	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complex_leading_det_eq_prod_U_diag	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complex_leading_det_eq_prod_U_diag	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_imag_schur_scalar_pos	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_imag_schur_scalar_pos	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_input_complexMaxEntryNorm_pos	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_input_complexMaxEntryNorm_pos	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseX	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseX	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseX_energy_two_lt_border	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseX_energy_two_lt_border	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseX_posDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseX_posDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseY	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseY	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseY_energy_two_lt_border	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseY_energy_two_lt_border	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseY_eq_swappedX	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseY_eq_swappedX	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverseY_posDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverseY_posDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverse_real_part_upper	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverse_real_part_upper	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_inverse_split_equations	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_inverse_split_equations	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_matrixPosDef_to_isSymPosDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_matrixPosDef_to_isSymPosDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_posDef_entry_sq_le_diag_mul_diag	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_posDef_entry_sq_le_diag_mul_diag	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_posDef_inverse_anti	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_posDef_inverse_anti	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_principal_border_at_posDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_principal_border_at_posDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_principal_border_posDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_principal_border_posDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_realQuadForm_nonneg_of_spd	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_realQuadForm_nonneg_of_spd	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_real_schur_scalar_pos	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_real_schur_scalar_pos	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceDiagonalRep_norm_lt_three_max	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_sourceDiagonalRep_norm_lt_three_max	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceSchurDiagonalRep_of_leading	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_sourceSchurDiagonalRep_of_leading	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceUpperEntryRep_norm_lt_three_max	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_sourceUpperEntryRep_norm_lt_three_max	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceUpperEntryRep_of_exactLU	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_sourceUpperEntryRep_of_exactLU	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_cross_sum_eq	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_symmetric_cross_sum_eq	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_cross_sum_sub_eq_zero	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_symmetric_cross_sum_sub_eq_zero	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_cross_sum_sub_eq_zero_fintype	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_symmetric_cross_sum_sub_eq_zero_fintype	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_mulVec_cross_eq	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_symmetric_mulVec_cross_eq	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_mulVec_cross_eq_fintype	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_symmetric_mulVec_cross_eq_fintype	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_twoTrailingPrincipal_posDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_twoTrailingPrincipal_posDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10KahanSharpnessSource.0.NumStability.complexMatrixOp2_vecMulVec	_private.NumStability.Source.Higham.Chapter10.Lemma13.KahanSharpness.OperatorNorm.SourceBound.0.NumStability.complexMatrixOp2_vecMulVec	NumStability.Source.Higham.Chapter10.Lemma13.KahanSharpness.OperatorNorm.SourceBound
_private.NumStability.Algorithms.Ch10KahanSharpnessSource.0.NumStability.higham10Kahan_geometric_segment	_private.NumStability.Source.Higham.Chapter10.Lemma13.KahanSharpness.OperatorNorm.SourceBound.0.NumStability.higham10Kahan_geometric_segment	NumStability.Source.Higham.Chapter10.Lemma13.KahanSharpness.OperatorNorm.SourceBound
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_absMatrix_symmetric_of_symmetric	_private.NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound.0.NumStability.higham10_8_absMatrix_symmetric_of_symmetric	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_matSub_id_symmetric	_private.NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound.0.NumStability.higham10_8_matSub_id_symmetric	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_one_sub_le_recip_sub_abs	_private.NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound.0.NumStability.higham10_8_one_sub_le_recip_sub_abs	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_recip_abs_le_one_add_gap	_private.NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound.0.NumStability.higham10_8_recip_abs_le_one_add_gap	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_resolvent_commutes	_private.NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound.0.NumStability.higham10_8_resolvent_commutes	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_right_resolvent_majorant_id	_private.NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound.0.NumStability.higham10_8_right_resolvent_majorant_id	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.NormalizedResolvent.SourceBound
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.psd_diag_nonneg	_private.NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.ConstructiveFactorization.Existence.0.NumStability.psd_diag_nonneg	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.ConstructiveFactorization.Existence
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.psd_zero_diag_row_zero	_private.NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.ConstructiveFactorization.Existence.0.NumStability.psd_zero_diag_row_zero	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.ConstructiveFactorization.Existence
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.quadForm_two_point	_private.NumStability.Source.Higham.Chapter10.Problem01.PositiveSemidefiniteEntries.EntryBounds.Results.0.NumStability.quadForm_two_point	NumStability.Source.Higham.Chapter10.Problem01.PositiveSemidefiniteEntries.EntryBounds.Results
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.sum_filter_succ_tail	_private.NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.ConstructiveFactorization.Existence.0.NumStability.sum_filter_succ_tail	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.ConstructiveFactorization.Existence
_private.NumStability.Algorithms.Cholesky.Higham1014Equation1022.0.NumStability.higham10_14_abs_entry_le_of_rectOpNorm2Le	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SchurPerturbation.Family.0.NumStability.higham10_14_abs_entry_le_of_rectOpNorm2Le	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SchurPerturbation.Family
_private.NumStability.Algorithms.Cholesky.Higham1014Equation1022.0.NumStability.higham10_14_rectOpNorm2Le_add	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SchurPerturbation.Family.0.NumStability.higham10_14_rectOpNorm2Le_add	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SchurPerturbation.Family
_private.NumStability.Algorithms.Cholesky.Higham1014Equation1022.0.NumStability.higham10_14_rectOpNorm2Le_neg	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SchurPerturbation.Family.0.NumStability.higham10_14_rectOpNorm2Le_neg	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SchurPerturbation.Family
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_cert_core	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds.0.NumStability.higham10_14_cert_core	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_entry_bound	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds.0.NumStability.higham10_14_entry_bound	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_opNorm2Le_neg	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds.0.NumStability.higham10_14_opNorm2Le_neg	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_sqrt_nat_le_nat	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds.0.NumStability.higham10_14_sqrt_nat_le_nat	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_sum_truncate_at	_private.NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds.0.NumStability.higham10_14_sum_truncate_at	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.RankSensitiveError.Bounds
