consumer_module	consumer_path	consumer_scope	old_import	new_import
NumStability.Algorithms.MatrixPowersLpJordan	NumStability/Algorithms/MatrixPowersLpJordan.lean	selected_owner	NumStability.Algorithms.MatrixPowersLp	NumStability.Algorithms.MatrixPowersLp
NumStability.Algorithms.MatrixPowersPseudospectral	NumStability/Algorithms/MatrixPowersPseudospectral.lean	selected_owner	NumStability.Algorithms.MatrixPowersComplex	NumStability.Algorithms.MatrixPowersComplex
NumStability.Algorithms.MatrixPowersPseudospectralCriterion	NumStability/Algorithms/MatrixPowersPseudospectralCriterion.lean	selected_owner	NumStability.Algorithms.MatrixPowersPseudospectral	NumStability.Algorithms.MatrixPowersPseudospectral
NumStability.Algorithms.MatrixPowersSpectral	NumStability/Algorithms/MatrixPowersSpectral.lean	selected_owner	NumStability.Algorithms.MatrixPowers	NumStability.Algorithms.MatrixPowers
NumStability.Algorithms.RandNLA.ElementwiseTraceMGF	NumStability/Algorithms/RandNLA/ElementwiseTraceMGF.lean	outside	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity
NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability/Algorithms/RandNLA/RowSamplingTraceMGF.lean	outside	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity
NumStability.Algorithms.RandNLA.UniformRowSamplingMGF	NumStability/Algorithms/RandNLA/UniformRowSamplingMGF.lean	outside	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity
NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.TraceMGF.LeverageScore	NumStability/Algorithms/RandomizedLinearAlgebra/Concentration/TraceMGF/LeverageScore.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder
NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.TraceMGF.UniformRows	NumStability/Algorithms/RandomizedLinearAlgebra/Concentration/TraceMGF/UniformRows.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder
NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability/Algorithms/TestMatrices/Higham28Companion.lean	outside	NumStability.Analysis.JordanNormalForm	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.BergerGeneral	NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.BergerInequality	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.CStarMatrixBridge	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.CStarMatrixExpectation	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.CStarMatrixTrace	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.HenriciSharpConstantExact	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.LiebTrace	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.MatrixPowersBinomialBound	NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.SchurBinomialBounds
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.MatrixPowersGautschi	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.MatrixPowersLaszlo	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.MatrixPowersLp185Primary	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.FiniteDimensionalPowerBounds;NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.NilpotentJordanChain	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.OperatorLog	-
NumStability.Analysis	NumStability/Analysis.lean	outside	NumStability.Analysis.PseudospectralLowerBound	-
NumStability.Analysis.BergerGeneral	NumStability/Analysis/BergerGeneral.lean	selected_owner	NumStability.Analysis.BergerResolvent	NumStability.Analysis.BergerResolvent
NumStability.Analysis.BergerGeneral	NumStability/Analysis/BergerGeneral.lean	selected_owner	NumStability.Analysis.NumericalRadius	NumStability.Analysis.NumericalRadius
NumStability.Analysis.BergerInequality	NumStability/Analysis/BergerInequality.lean	selected_owner	NumStability.Analysis.NumericalRadius	NumStability.Analysis.NumericalRadius
NumStability.Analysis.BergerResolvent	NumStability/Analysis/BergerResolvent.lean	selected_owner	NumStability.Analysis.NumericalRadius	NumStability.Analysis.NumericalRadius
NumStability.Analysis.CStarMatrices.Basic.All	NumStability/Analysis/CStarMatrices/Basic/All.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra
NumStability.Analysis.CStarMatrices.Expectation.Finite	NumStability/Analysis/CStarMatrices/Expectation/Finite.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity
NumStability.Analysis.CStarMatrices.Trace.Basic	NumStability/Analysis/CStarMatrices/Trace/Basic.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding
NumStability.Analysis.CStarMatrixBridge	NumStability/Analysis/CStarMatrixBridge.lean	selected_owner	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge
NumStability.Analysis.CStarMatrixExpectation	NumStability/Analysis/CStarMatrixExpectation.lean	selected_owner	NumStability.Analysis.CStarMatrixTrace	NumStability.Analysis.CStarMatrixTrace
NumStability.Analysis.CStarMatrixTrace	NumStability/Analysis/CStarMatrixTrace.lean	selected_owner	NumStability.Analysis.OperatorLog	NumStability.Analysis.OperatorLog
NumStability.Analysis.DunfordResidue	NumStability/Analysis/DunfordResidue.lean	selected_owner	NumStability.Analysis.ResolventFunctionalCalculus	NumStability.Analysis.ResolventFunctionalCalculus
NumStability.Analysis.FunctionalCalculus.OperatorLog.Monotonicity	NumStability/Analysis/FunctionalCalculus/OperatorLog/Monotonicity.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity
NumStability.Analysis.HenriciExtremal	NumStability/Analysis/HenriciExtremal.lean	selected_owner	NumStability.Analysis.MatrixPowersHenrici	NumStability.Analysis.MatrixPowersHenrici
NumStability.Analysis.HenriciSharpConstant	NumStability/Analysis/HenriciSharpConstant.lean	selected_owner	NumStability.Analysis.HenriciExtremal	NumStability.Analysis.HenriciExtremal
NumStability.Analysis.HenriciSharpConstantExact	NumStability/Analysis/HenriciSharpConstantExact.lean	selected_owner	NumStability.Analysis.HenriciSharpConstant	NumStability.Analysis.HenriciSharpConstant
NumStability.Analysis.LiebTrace	NumStability/Analysis/LiebTrace.lean	selected_owner	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrixExpectation
NumStability.Analysis.LiebTrace	NumStability/Analysis/LiebTrace.lean	selected_owner	NumStability.Analysis.OperatorLog	NumStability.Analysis.OperatorLog
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.All	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/All.lean	outside	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.FiniteDimensionalPowerBounds;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	selected_owner	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.Rational	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/Rational.lean	outside	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic
NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	NumStability/Analysis/MatrixInequalities/LiebTrace/Concavity.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity
NumStability.Analysis.MatrixPowersBaiDemmelGu	NumStability/Analysis/MatrixPowersBaiDemmelGu.lean	selected_owner	NumStability.Analysis.PseudospectralPowerBound	NumStability.Analysis.PseudospectralPowerBound
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	NumStability/Analysis/MatrixPowersBaiDemmelGuDistance.lean	selected_owner	NumStability.Analysis.MatrixPowersBaiDemmelGu	NumStability.Analysis.MatrixPowersBaiDemmelGu
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	selected_owner	NumStability.Analysis.MatrixPowersSchur	NumStability.Analysis.MatrixPowersSchur
NumStability.Analysis.MatrixPowersGautschi	NumStability/Analysis/MatrixPowersGautschi.lean	selected_owner	NumStability.Algorithms.MatrixPowersComplex	NumStability.Algorithms.MatrixPowersComplex
NumStability.Analysis.MatrixPowersGautschi	NumStability/Analysis/MatrixPowersGautschi.lean	selected_owner	NumStability.Algorithms.MatrixPowersLpJordan	NumStability.Algorithms.MatrixPowersLpJordan
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	selected_owner	NumStability.Analysis.MatrixPowersHenrici	NumStability.Analysis.MatrixPowersHenrici
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	selected_owner	NumStability.Analysis.MatrixPowersSchur	NumStability.Analysis.MatrixPowersSchur
NumStability.Analysis.MatrixPowersKreiss	NumStability/Analysis/MatrixPowersKreiss.lean	selected_owner	NumStability.Analysis.PseudospectralPowerBound	NumStability.Analysis.PseudospectralPowerBound
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	selected_owner	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	selected_owner	NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	NumStability.Analysis.MatrixPowersBaiDemmelGuDistance
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	selected_owner	NumStability.Analysis.MatrixPowersKreiss	NumStability.Analysis.MatrixPowersKreiss
NumStability.Analysis.MatrixPowersLaszlo	NumStability/Analysis/MatrixPowersLaszlo.lean	selected_owner	NumStability.Analysis.HenriciExtremal	NumStability.Analysis.HenriciExtremal
NumStability.Analysis.MatrixPowersLaszlo	NumStability/Analysis/MatrixPowersLaszlo.lean	selected_owner	NumStability.Analysis.MatrixPowersHenriciNormal	NumStability.Analysis.MatrixPowersHenriciNormal
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	selected_owner	NumStability.Algorithms.MatrixPowersJordan	NumStability.Algorithms.MatrixPowersJordan
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	selected_owner	NumStability.Algorithms.MatrixPowersLp	NumStability.Algorithms.MatrixPowersLp
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	selected_owner	NumStability.Algorithms.MatrixPowersLpJordan	NumStability.Algorithms.MatrixPowersLpJordan
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	selected_owner	NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	selected_owner	NumStability.Analysis.MatrixPowersSpijkerRational	NumStability.Analysis.MatrixPowersSpijkerRational
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	selected_owner	NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability.Analysis.MatrixPowersSpijkerPlanar
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	selected_owner	NumStability.Analysis.SpijkerProjectionIntegral	NumStability.Analysis.SpijkerProjectionIntegral
NumStability.Analysis.MatrixPowersSpijkerRational	NumStability/Analysis/MatrixPowersSpijkerRational.lean	selected_owner	NumStability.Analysis.MatrixPowersKreissSpijker	NumStability.Analysis.MatrixPowersKreissSpijker
NumStability.Analysis.NilpotentJordanChain	NumStability/Analysis/NilpotentJordanChain.lean	selected_owner	NumStability.Analysis.JordanNormalForm	NumStability.Analysis.JordanNormalForm
NumStability.Analysis.OperatorLog	NumStability/Analysis/OperatorLog.lean	selected_owner	NumStability.Analysis.CStarMatrixBridge	NumStability.Analysis.CStarMatrixBridge
NumStability.Analysis.PseudospectralLowerBound	NumStability/Analysis/PseudospectralLowerBound.lean	selected_owner	NumStability.Algorithms.MatrixPowersPseudospectralCriterion	NumStability.Algorithms.MatrixPowersPseudospectralCriterion
NumStability.Analysis.PseudospectralPowerBound	NumStability/Analysis/PseudospectralPowerBound.lean	selected_owner	NumStability.Analysis.DunfordResidue	NumStability.Analysis.DunfordResidue
NumStability.Analysis.PseudospectralResolvent	NumStability/Analysis/PseudospectralResolvent.lean	selected_owner	NumStability.Algorithms.MatrixPowersPseudospectralCriterion	NumStability.Algorithms.MatrixPowersPseudospectralCriterion
NumStability.Analysis.ResolventFunctionalCalculus	NumStability/Analysis/ResolventFunctionalCalculus.lean	selected_owner	NumStability.Analysis.PseudospectralResolvent	NumStability.Analysis.PseudospectralResolvent
NumStability.Analysis.TestMatrices.Companion.Companion	NumStability/Analysis/TestMatrices/Companion/Companion.lean	outside	NumStability.Analysis.JordanNormalForm	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition
NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	NumStability/Analysis/TestMatrices/Companion/CompanionSpectral.lean	outside	NumStability.Analysis.JordanNormalForm	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.TraceMGF	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm01/ElementwiseSampling/TraceMGF.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding
NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ElementwiseSpectral	NumStability/Source/DrineasMahoney/RandNLA2016/Equation02/SpectralApproximation/ElementwiseSpectral.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder
NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.LeverageTraceMGF	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/LeverageTraceMGF.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding
NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/RowNormTraceMGF.lean	outside	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreiss	NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/SpijkerKreiss.lean	outside	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds.FiniteDimension
NumStability.Source.Higham.Chapter28.Section06.Companion.Companion	NumStability/Source/Higham/Chapter28/Section06/Companion/Companion.lean	outside	NumStability.Analysis.JordanNormalForm	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition
NumStability.Source.Higham.Chapter28.Section06.Companion.CompanionSpectral	NumStability/Source/Higham/Chapter28/Section06/Companion/CompanionSpectral.lean	outside	NumStability.Analysis.JordanNormalForm	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition
