old_private	new_private	destination_module
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_argmax_x4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_not_stops_x3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_stops_x4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_stops_x4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xnext_x3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_four	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_four	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_one	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_one	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_three	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_three	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_two	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_two	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_zero	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_xseq_zero	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_yof_x4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexample_zof_x4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.LU.Higham15Problem15_6.0.NumStability.Higham15Problem15_6.sum_nested_ite_three	_private.NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.EntryFormulas.0.NumStability.Higham15Problem15_6.sum_nested_ite_three	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.EntryFormulas
_private.NumStability.Algorithms.LU.Higham15Problem15_6.0.NumStability.Higham15Problem15_6.sum_nested_ite_two	_private.NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.EntryFormulas.0.NumStability.Higham15Problem15_6.sum_nested_ite_two	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.EntryFormulas
_private.NumStability.Algorithms.LU.Higham15Problem15_6.0.NumStability.Higham15Problem15_6.upper_corner_ne	_private.NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.EntryFormulas.0.NumStability.Higham15Problem15_6.upper_corner_ne	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.EntryFormulas
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_LU_diag_rel	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_LU_diag_rel	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_LU_sub_eq	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_LU_sub_eq	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_LU_super_eq	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_LU_super_eq	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_Linv_rec	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_Linv_rec	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_Uinv_rec	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_Uinv_rec	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_absLU_diag	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_absLU_diag	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_abs_sum_of_pairwise_nonneg	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_abs_sum_of_pairwise_nonneg	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_bidiag_U_isDiagDominantUpper	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_bidiag_U_isDiagDominantUpper	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_bidiag_rowSum_bound	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_bidiag_rowSum_bound	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_diag_sign	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_diag_sign	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_filter_lower_succ	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_filter_lower_succ	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_filter_upper_succ	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_filter_upper_succ	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_nonneg_of_abs_add_eq	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_nonneg_of_abs_add_eq	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_row_offdiag_le	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_row_offdiag_le	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_row_two_offdiag_le	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_row_two_offdiag_le	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_t_pairwise_ge	_private.NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds.0.NumStability.Ch15Closure.c15_t_pairwise_ge	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds
