consumer_module	consumer_path	consumer_scope	old_import	new_import
NumStability.Source.Higham.Chapter10	NumStability/Source/Higham/Chapter10.lean	outside	NumStability.Source.Higham.Chapter10.Theorem07	NumStability.Source.Higham.Chapter10.Theorem07
NumStability.Source.Higham.Chapter10.Equation07.AbsoluteFactorNorm.Bridge	NumStability/Source/Higham/Chapter10/Equation07/AbsoluteFactorNorm/Bridge.lean	outside	NumStability.Source.Higham.Chapter06.Lemma06	NumStability.Source.Higham.Chapter06.Lemma06.Core.Results
NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.Equation22	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD/Equation22.lean	outside	NumStability.Source.Higham.Chapter10.Theorem07	NumStability.Source.Higham.Chapter10.Theorem07.Core.Results
NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SourceError	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD/SourceError.lean	outside	NumStability.Source.Higham.Chapter10.Theorem07	NumStability.Source.Higham.Chapter10.Theorem07.Core.Results
NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.SourceSuccess	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD/SourceSuccess.lean	outside	NumStability.Source.Higham.Chapter10.Theorem07	NumStability.Source.Higham.Chapter10.Theorem07.Core.Results
NumStability.Source.Higham.Chapter11	NumStability/Source/Higham/Chapter11.lean	outside	NumStability.Source.Higham.Chapter11.Theorem07	NumStability.Source.Higham.Chapter11.Theorem07
NumStability.Source.Higham.Chapter13.Lemma09	NumStability/Source/Higham/Chapter13/Lemma09.lean	outside	NumStability.Algorithms.Cholesky.CholeskySpec	NumStability.Algorithms.Cholesky.CholeskySpec
NumStability.Source.Higham.Chapter14.Section03.ResidualOperatorTwoNorm.Bridge	NumStability/Source/Higham/Chapter14/Section03/ResidualOperatorTwoNorm/Bridge.lean	outside	NumStability.Source.Higham.Chapter06.Lemma06	NumStability.Source.Higham.Chapter06.Lemma06.Core.Results
NumStability.Source.Higham.Chapter19.Theorem05.SourceClosure	NumStability/Source/Higham/Chapter19/Theorem05/SourceClosure.lean	outside	NumStability.Source.Higham.Chapter06.Lemma06	NumStability.Source.Higham.Chapter06.Lemma06.Core.Results
NumStability.Source.Higham.Chapter20.NormalEquations	NumStability/Source/Higham/Chapter20/NormalEquations.lean	outside	NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.Algorithms.Cholesky.CholeskyFl
NumStability.Source.Higham.Chapter20.Remaining	NumStability/Source/Higham/Chapter20/Remaining.lean	outside	NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.Algorithms.Cholesky.CholeskyFl
