owner_module	path	base_blob_oid	current_tier	debt_flags	declaration_count	semantic_classification	destination_modules	compatibility_action	split_rationale	dependency_rationale	review_status
NumStability.Algorithms.Sylvester.Higham16RoundedTriangular	NumStability/Algorithms/Sylvester/Higham16RoundedTriangular.lean	5ddd9478ce9ff4e1244f2e65848f2ed66b9efc6d	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability/Algorithms/Sylvester/Higham16Spectrum.lean	252060ca826590f9ece9f9d3d0091053787c8568	unclassified	noncanonical_modules;unclassified_modules	305	relocate_whole	NumStability.Source.Higham.Chapter16.Spectrum.Results	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.Higham16SpectrumMinimizers	NumStability/Algorithms/Sylvester/Higham16SpectrumMinimizers.lean	5050709a54309eb8c5640954ecbb89c17771f7d6	unclassified	noncanonical_modules;unclassified_modules	16	relocate_whole	NumStability.Source.Higham.Chapter16.Spectrum.Minimizers	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability/Algorithms/Sylvester/Higham16VecNorm.lean	d4c0f9b27c7377c96db60bf86cbaeb9ca9ff0527	unclassified	noncanonical_modules;unclassified_modules	48	relocate_whole	NumStability.Source.Higham.Chapter16.VecNorm.Results	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.Higham16VecPermutationNotes	NumStability/Algorithms/Sylvester/Higham16VecPermutationNotes.lean	3732e72a645c5d0b9d8f74f9c9d8707e50525bb3	unclassified	noncanonical_modules;unclassified_modules	3	relocate_whole	NumStability.Source.Higham.Chapter16.VecPermutation.Notes	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability/Algorithms/Sylvester/SylvesterBackward.lean	b318306f07eeb16cf8b52206b9e8400339bec719	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.SylvesterPerturbation	NumStability/Algorithms/Sylvester/SylvesterPerturbation.lean	39d0a75088dbe3a0466d0b97f55d375b5bc31b1b	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Algorithms.Sylvester.SylvesterSpec	NumStability/Algorithms/Sylvester/SylvesterSpec.lean	3203a4677b76fed0275e7281f1162653ba312667	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Analysis.InverseOpNorm2	NumStability/Analysis/InverseOpNorm2.lean	3c34a960c7c95ca86e36b5b3a99eaf24315ab5e6	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Analysis.RealInvariantSubspace	NumStability/Analysis/RealInvariantSubspace.lean	d1b1e4b24f90a5251a90375f9f8bc90a3817cb07	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Analysis.RealQuasiSchur	NumStability/Analysis/RealQuasiSchur.lean	af8f29faa9339af0475759b7d414dcca5de79022	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Analysis.RealSchurTriangulation	NumStability/Analysis/RealSchurTriangulation.lean	0a9368c52c42e21fc8fbfb3a17dc48438058169a	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Analysis.SchurTriangulation	NumStability/Analysis/SchurTriangulation.lean	9c68da6b2ffd77302daba9fb5c070b575c60eee9	unclassified	unclassified_modules	0	classify_compatibility	-	declaration-free legacy module classified compatibility tier in place	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Analysis.SylvesterSchurExistence	NumStability/Analysis/SylvesterSchurExistence.lean	e18d50abdba0ebaf481b0c1e4a3acbb8cc961d09	unclassified	unclassified_modules	31	relocate_whole	NumStability.Analysis.MatrixEquations.SylvesterExistence	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter09.Problems	NumStability/Source/Higham/Chapter09/Problems.lean	be334898253b0b89ecd52929a6c614cfd6e66a8e	source	-	1212	retain_document	-	retained with review documentation	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter09.Section06	NumStability/Source/Higham/Chapter09/Section06.lean	4ef7c94aa23d3dfe9da918c7a8d5dc9537a1405f	source	-	584	retain_document	-	retained with review documentation	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter09.Section11	NumStability/Source/Higham/Chapter09/Section11.lean	27a500d3eb02f74a17997dba52ab4c927a2df988	source	-	1109	retain_document	-	retained with review documentation	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter09.Theorem914Actual	NumStability/Source/Higham/Chapter09/Theorem914Actual.lean	33c085721d433dbfbb32ae2f8d489dd846d8a9dc	source	noncanonical_modules	127	relocate_whole	NumStability.Source.Higham.Chapter09.Theorem14.Actual	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	NumStability/Source/Higham/Chapter09/Theorem914DiagDominant.lean	cad622fb0b5744e1dd82e3de960c3d5327c835d2	source	noncanonical_modules	2	relocate_whole	NumStability.Source.Higham.Chapter09.Theorem14.DiagDominant	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter09.Theorem914Primitive	NumStability/Source/Higham/Chapter09/Theorem914Primitive.lean	cbc602bb45d4097d27715583142dff3faffc2784	source	noncanonical_modules	27	relocate_whole	NumStability.Source.Higham.Chapter09.Theorem14.Primitive	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability/Source/Higham/Chapter11/Higham11BunchActualSharpGrowthClosure.lean	f352e1fb9c69ded4aeff0bf9432cc2def23231af	source	noncanonical_modules	51	relocate_whole	NumStability.Source.Higham.Chapter11.Bunch.ActualSharpGrowthClosure	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace	NumStability/Source/Higham/Chapter11/Higham11BunchExactTrace.lean	d95b8e40625f24924eb7e340ce3ae4bda3159caf	source	noncanonical_modules	60	relocate_whole	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanActualSelector.lean	f44bd770d884355d303eddbf9f435da9d3c167c8	source	noncanonical_modules	25	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanExactGrowth.lean	8b9166d25845d6e6ab28e1eb323764a77a61260e	source	noncanonical_modules	21	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowthArithmetic	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanExactGrowthArithmetic.lean	54df341c892e0f1680cbfaee3b459f1f8b90a64d	source	noncanonical_modules	5	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.GrowthArithmetic	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanExactTrace.lean	f251b3dfb841b60ebb921bf307300ff03874b92e	source	noncanonical_modules	80	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanExplicitInverseSolve.lean	7d9a189ea4d31609851a3ef39bc4d3ecc069389a	source	noncanonical_modules	25	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanExplicitInverseTerminalClosedForm.lean	64e68459c1489f76446f122124c6f29d629a4774	source	noncanonical_modules	7	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedAccumulated	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedAccumulated.lean	3448e45e50aeaa1ddbe1ae5bd74552c3355d8ad3	source	noncanonical_modules	52	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Accumulated	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedBridge	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedBridge.lean	fc9f22b3dd721ce0005505a7848cc34d26e99bee	source	noncanonical_modules	13	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Bridge	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedClosure	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedClosure.lean	d26bcb598e0eaba078ad0d6a0f34acb6a42e1af4	source	noncanonical_modules	30	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Closure	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedExecution.lean	c0e7b53b82c42d614a94346a0fe571166ecf4d9e	source	noncanonical_modules	93	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedFactors.lean	4fe654517d1b1446523d744de6487d2de84278ff	source	noncanonical_modules	13	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedGlobal.lean	0dde5e9ff2d933a17914584ca1267db38de3c069	source	noncanonical_modules	92	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedGrowth.lean	384d06130d721897b76dc25c27394bdfacb3d704	source	noncanonical_modules	48	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowthSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedGrowthSolve.lean	9e913fb46e6b56247193fd5f3d72cceb3ea3e95e	source	noncanonical_modules	4	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.GrowthSolve	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedMiddleSolve.lean	19e7317c4fe286d76a1047c402f40bda69c91c8e	source	noncanonical_modules	3	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.MiddleSolve	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedSolve.lean	d9f9bdd5ab6bd254beb6953bb417286c2f746ebf	source	noncanonical_modules	12	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	923774cccbe041c0a7774811cde51cf723572871	source	noncanonical_modules	2	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Terminal	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	bf7db8b0867ee1e94471c0b4fedd2aea88a4b773	source	noncanonical_modules	12	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.TerminalClosedForm	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanSourceCorrection	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanSourceCorrection.lean	89ba6864834a5c055ed3604be6cadb08ef06b637	source	noncanonical_modules	11	relocate_whole	NumStability.Source.Higham.Chapter11.BunchKaufman.SourceCorrection	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability/Source/Higham/Chapter11/Higham11BunchSharpGrowthBridge.lean	e98404579077f0784f70ca6c0d8be4fe73b9e0a3	source	noncanonical_modules	104	relocate_whole	NumStability.Source.Higham.Chapter11.Bunch.SharpGrowthBridge	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability/Source/Higham/Chapter11/Higham11BunchTraceHadamard.lean	69ab4c625120a462a16e86d21c96d501e901f9a1	source	noncanonical_modules	68	relocate_whole	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11Chapter9ActualExecutorBridge	NumStability/Source/Higham/Chapter11/Higham11Chapter9ActualExecutorBridge.lean	d2afbc6834bb16fa58b0087cf0b1cf8375bbcfa4	source	noncanonical_modules	7	relocate_whole	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.ActualExecutorBridge	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability/Source/Higham/Chapter11/Higham11Chapter9BridgeClosure.lean	c53dbdcd1a9f62a21c5fc7368a435638c91837c5	source	noncanonical_modules	46	relocate_whole	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11RookExactTrace	NumStability/Source/Higham/Chapter11/Higham11RookExactTrace.lean	96efe0f5e1cfa0a6ceec9921e588a2bea7e6a8c1	source	noncanonical_modules	73	relocate_whole	NumStability.Source.Higham.Chapter11.Rook.ExactTrace	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	NumStability/Source/Higham/Chapter11/Higham11RookExecutorAdapter.lean	8979abccd6a165ad1b9261dd60a2bb45e9935043	source	noncanonical_modules	8	relocate_whole	NumStability.Source.Higham.Chapter11.Rook.ExecutorAdapter	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11RookRoundedGap	NumStability/Source/Higham/Chapter11/Higham11RookRoundedGap.lean	4ac5b8bc19f2d8af9727b4484eef6a25131033dc	source	noncanonical_modules	22	relocate_whole	NumStability.Source.Higham.Chapter11.Rook.RoundedGap	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11RookSourceClosure	NumStability/Source/Higham/Chapter11/Higham11RookSourceClosure.lean	61805ce836857412d8a03b8e399c8f8ee9db7d55	source	noncanonical_modules	18	relocate_whole	NumStability.Source.Higham.Chapter11.Rook.SourceClosure	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11SkewActualSelector	NumStability/Source/Higham/Chapter11/Higham11SkewActualSelector.lean	ec92116341c408ad90bcc45ed59fc1ea30d8756d	source	noncanonical_modules	18	relocate_whole	NumStability.Source.Higham.Chapter11.Skew.ActualSelector	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
NumStability.Source.Higham.Chapter11.Higham11SkewExactTrace	NumStability/Source/Higham/Chapter11/Higham11SkewExactTrace.lean	bc08030d87a0daa532b16b45ee0e63ea010d06d5	source	noncanonical_modules	67	relocate_whole	NumStability.Source.Higham.Chapter11.Skew.ExactTrace	owner becomes declaration-free compatibility wrapper importing destination	whole-owner route; no declaration split	destination keeps the owner's full original import surface	proposed
