scope	match	path	authority_id	rationale
integrator_shared_request	exact	NumStability/Algorithms/RandNLA/RowSamplingTraceMGF.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Algorithms/RandNLA/UniformRowSamplingMGF.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Algorithms/RandomizedLinearAlgebra/Concentration/TraceMGF/LeverageScore.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Algorithms/RandomizedLinearAlgebra/Concentration/TraceMGF/UniformRows.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Algorithms/TestMatrices/Higham28Companion.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/CStarMatrices.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/CStarMatrices/Basic/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/CStarMatrices/Expectation/Finite.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/CStarMatrices/FiniteMatrixAlgebra.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/CStarMatrices/Trace/Basic.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/FunctionalCalculus/OperatorLog/Monotonicity.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/NormalMatrices.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/NormalCharacterization.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/SchurBinomialBounds.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ArcLengthPowerBounds.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/FiniteDimensionalPowerBounds.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/PlanarArcLength.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/PlanarCrossingBounds.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/Rational.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ResolventCoefficients.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/NumericalRadius/Berger/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/NumericalRadius/Berger/GeneralPowerInequality.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/Schur/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/LinearOperators/Schur/Complex/NormalTriangular.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/MatrixInequalities/LiebTrace/Concavity.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/TestMatrices/Companion/Companion.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Analysis/TestMatrices/Companion/CompanionSpectral.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm01/ElementwiseSampling/TraceMGF.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/DrineasMahoney/RandNLA2016/Equation02/SpectralApproximation/ElementwiseSpectral.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/LeverageTraceMGF.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/RowNormTraceMGF.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/All.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/SpijkerKreiss.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/SpijkerKreissUnconditional.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/Higham/Chapter28/Section06/Companion/Companion.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Source/Higham/Chapter28/Section06/Companion/CompanionSpectral.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStabilityTest.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	docs/architecture/COMPATIBILITY.md	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	docs/architecture/layout-exceptions.json	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	docs/architecture/tiers.json	primary-human	exact common-base R0011 postimage
worker_forbidden	exact	.gitattributes	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	.github/workflows/lean_action_ci.yml	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	.gitignore	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	ARCHITECTURE.md	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	CHANGELOG.md	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	CITATION.cff	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	CONTRIBUTING.md	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	LICENSE	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/AccumulatorSum.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/AitkenDenominator.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Arithmetic/DotProduct/NoGuard.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Arithmetic/DotProduct/NoGuard/Core.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Arithmetic/DotProduct/NoGuard/Tree.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/AutomaticErrorAnalysis/Higham26.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/AutomaticErrorAnalysis/Higham26SourceSearch.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/BlockDotProduct.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10ActualSourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10Ch14Lemma66Op2Bridge.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10ComplexPositiveDefiniteSourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10KahanSharpness.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10KahanSharpnessSource.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10Lemma1011Source.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10PivotedPSDSourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10Theorem107FailureVacuity.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10Theorem108Componentwise.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch10Theorem108Source.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14AsymptoticFamilies.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14BlockTriInverse.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Cor146UniformInverseBridge.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Cor147FinalDivisionFamilyClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Cor147SourceDomainConstructor.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary146Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary146Concrete.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary146SourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary147.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary147Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary147Concrete.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary147SourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Corollary147WeakFamily.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14ForwardErrorEndpoint.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJEActualDoolittleAdapter.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJEAsymptoticFamilies.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJEFinalDivisionClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJEOperationalBridge.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJEPrintedEnvelopeClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJESourceAccumulationBridge.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GJETheorem145SourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GaussJordanAccumulation.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GaussJordanQConstruction.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GaussJordanSPDCorollary.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GaussJordanSourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14GaussJordanStep.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14HymanDeterminant.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Method1BWhole.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Method2C.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Method2CWhole.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Method2Loop.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14MethodDLeftResidual.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14MethodDProductDischarge.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14MethodDUpperCertificate.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14MethodsBC.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Problem1413Boundary.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Problem142.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Problem142Families.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14Problem142Method2B.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14ProductErrorNotation.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14SchulzIteration.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14SchulzRectangular.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14SchulzSpectralConvergence.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch14SourceCorrections.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch15CondEstimators.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch15DixonClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch15DixonProbability.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch4KahanFiniteFamily.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch5DerivativeError.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch5LejaProducer.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch5NewtonForm.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Ch5SourceClosure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Chapter06Lemma66.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Chapter14Problem1415Weyl.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Chapter15CondEst.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/Aasen118ReducedCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenAdjacentPivotOperationalMiddleCh11.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenAdjacentPivotResidualDomainCh11Discrepancy.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenAdjacentPivotSourceResidualCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenAdjacentPivotTridiagExecutorCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenAdjacentPivotTridiagForwardCounterexampleCh11.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenCoupledFpCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenDirect118Ch11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenDirectTridiagGEPPSolveCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenFactorNormCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenFactorResidualCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenGrowthCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenMiddleGEPPCh11Counterexample.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenOriginalCoordinateCorrectionCh11.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenPermutationSourceCorrectionCh11.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenPrintedCoefficientAlgebraCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenSourceSharpFactorResidualCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenTheorem118ScalarEdgeCh11Discrepancy.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenTridiagGEPPCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/AasenUnitOuterSolveCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/BlockLDLTAllOneByOnePrintedCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/BlockLDLTBunchTridiagonalCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/BlockLDLTMixedPivotCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
worker_forbidden	exact	NumStability/Algorithms/Cholesky/BlockLDLTSolveBackwardCh11Closure.lean	primary-human	selector complement, protected infrastructure, or integrator reservation
