declaration	owner_module	visibility	selected_owner	closure_role
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_sepLowerBound_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_4_5_sylvester_schur_transform_identity	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_4_5_sylvester_schur_transform_solution_iff	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_5_9_sylvesterResidualRect_schur_transform_identity	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_9_frobNormRect_sylvesterResidualRect_le_of_schur_transform	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.H16_eq16_9_frobNormRect_sylvesterResidualRect_schur_transform	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.existsUnique_isSylvesterSolutionRect_schurDiagonal	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.existsUnique_sylvesterVecCoeff_schurDiagonal_mulVec	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.frobNormRect_sylvesterResidualRect_le_of_schur_transform	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.frobNormRect_sylvesterResidualRect_schur_transform	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.isSylvesterSolutionRect_schurDiagonalSolution	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterComputedResidualBudget_of_schur_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterComputedResidualBudget_zero_of_schur_transform_residual_bound	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterResidualRect_schur_transform_identity	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterSchurDiagonalSolution_unique	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterVecCoeff_schurDiagonal_det_ne_zero	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterVecCoeff_schurDiagonal_det_ne_zero_of_entrywise_ne_square	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterVecCoeff_schurDiagonal_mulVec_bijective	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterVecCoeff_schurDiagonal_mulVec_eq_zero_iff	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterVecCoeff_schurDiagonal_mulVec_injective	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvesterVecCoeff_schurDiagonal_mulVec_surjective	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_schur_transform_residual_bound	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_schur_transform_residual_bound_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_entrywise_ne_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schurDiagonal_entrywise_ne_computed_residual_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schur_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schur_transform_residual_bound	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schur_transform_residual_bound_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schur_transform_residual_bound_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_schur_transform_residual_bound_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
NumStability.sylvester_practical_error_bound_of_sepLowerBound_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	public	NumStability.Algorithms.Sylvester.Higham16	whole-owner component; no cross-destination split
