consumer_module	consumer_path	consumer_scope	old_import	new_import
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Radius.Core
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.EndToEnd.Core
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ConditionTransfer.Core
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Uniform.Core
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability.Source.Higham.Chapter21.Theorem04.SourceClosure.Supplement.Core
NumStability.Algorithms.Underdetermined.Higham21Attainability	NumStability/Algorithms/Underdetermined/Higham21Attainability.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core
NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability/Algorithms/Underdetermined/Higham21Eq21_11Uniform.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Equation21_11	NumStability.Source.Higham.Chapter21.Equation11.Results.Core
NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability/Algorithms/Underdetermined/Higham21Eq21_8.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Radius.Core
NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability/Algorithms/Underdetermined/Higham21Eq21_9.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Radius.Core
NumStability.Algorithms.Underdetermined.Higham21Equation21_11Scalar	NumStability/Algorithms/Underdetermined/Higham21Equation21_11Scalar.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Equation21_11	NumStability.Source.Higham.Chapter21.Equation11.Results.Core
NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability/Algorithms/Underdetermined/Higham21GivensClosure.lean	in_wave	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability/Algorithms/Underdetermined/Higham21GivensClosure.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.Rounded.Core
NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability/Algorithms/Underdetermined/Higham21MGS.lean	in_wave	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability/Algorithms/Underdetermined/Higham21MGSRounded.lean	in_wave	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	NumStability.Source.Higham.Chapter21.Corrections.CorrectedMGS.RoundedReplay
NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability/Algorithms/Underdetermined/Higham21PerturbationRadius.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core
NumStability.Algorithms.Underdetermined.Higham21ProjectorNorm	NumStability/Algorithms/Underdetermined/Higham21ProjectorNorm.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.Results.Core
NumStability.Algorithms.Underdetermined.Higham21ProjectorNorm	NumStability/Algorithms/Underdetermined/Higham21ProjectorNorm.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.Results.Core
NumStability.Algorithms.Underdetermined.Higham21QRFoundations	NumStability/Algorithms/Underdetermined/Higham21QRFoundations.lean	in_wave	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Algorithms.Underdetermined.Higham21RankStability	NumStability/Algorithms/Underdetermined/Higham21RankStability.lean	in_wave	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability/Algorithms/Underdetermined/Higham21SNEActualOutput.lean	in_wave	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability/Algorithms/Underdetermined/Higham21SNEClosure.lean	in_wave	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.EndToEnd
NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability/Algorithms/Underdetermined/Higham21SNEClosure.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ConditionTransfer.Core
NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEConditionTransfer.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Radius.Core
NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability/Algorithms/Underdetermined/Higham21SNEForward.lean	in_wave	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean	in_wave	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Uniform	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.Uniform
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.EndToEnd.Core
NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability/Algorithms/Underdetermined/Higham21Theorem214SourceClosure.lean	in_wave	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.EndToEnd.Core
NumStability.Source.Higham.Chapter20.Theorem03.ZeroDeltaB	NumStability/Source/Higham/Chapter20/Theorem03/ZeroDeltaB.lean	outside	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Source.Higham.Chapter21	NumStability/Source/Higham/Chapter21.lean	outside	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	NumStability.Source.Higham.Chapter21.Corrections.CorrectedMGS.RoundedReplay
NumStability.Source.Higham.Chapter21.Equation10.Closure	NumStability/Source/Higham/Chapter21/Equation10/Closure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
NumStability.Source.Higham.Chapter21.Equation11.ActualOutput	NumStability/Source/Higham/Chapter21/Equation11/ActualOutput.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability.Source.Higham.Chapter21.Equation11.Closure	NumStability/Source/Higham/Chapter21/Equation11/Closure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability.Source.Higham.Chapter21.Equation11.Closure	NumStability/Source/Higham/Chapter21/Equation11/Closure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.EndToEnd
NumStability.Source.Higham.Chapter21.RowScalingInvariance	NumStability/Source/Higham/Chapter21/RowScalingInvariance.lean	outside	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Source.Higham.Chapter21.Theorem03.Attainment	NumStability/Source/Higham/Chapter21/Theorem03/Attainment.lean	outside	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Source.Higham.Chapter21.Theorem04.GivensQMethod.Closure	NumStability/Source/Higham/Chapter21/Theorem04/GivensQMethod/Closure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
NumStability.Source.Higham.Chapter21.Theorem04.ModifiedGramSchmidtQMethod.RoundedReplay	NumStability/Source/Higham/Chapter21/Theorem04/ModifiedGramSchmidtQMethod/RoundedReplay.lean	outside	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	NumStability.Source.Higham.Chapter21.Corrections.CorrectedMGS.RoundedReplay
NumStability.Source.Higham.Chapter21.Theorem04.RowwiseBackwardError	NumStability/Source/Higham/Chapter21/Theorem04/RowwiseBackwardError.lean	outside	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.ActualOutput	NumStability/Source/Higham/Chapter21/Theorem04/SeminormalEquations/ActualOutput.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	NumStability/Source/Higham/Chapter21/Theorem04/SeminormalEquations/Closure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	NumStability/Source/Higham/Chapter21/Theorem04/SeminormalEquations/Closure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.EndToEnd
NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.EnvelopeTransfer	NumStability/Source/Higham/Chapter21/Theorem04/SeminormalEquations/EnvelopeTransfer.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	NumStability/Source/Higham/Chapter21/Theorem04/SeminormalEquations/Uniform.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.EndToEnd
NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	NumStability/Source/Higham/Chapter21/Theorem04/SeminormalEquations/Uniform.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Uniform	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.Uniform
NumStability.Source.Higham.Chapter21.Theorem04.SourceClosure.SourceClosure	NumStability/Source/Higham/Chapter21/Theorem04/SourceClosure/SourceClosure.lean	outside	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
