owner_module	path	base_blob_oid	current_tier	debt_flags	declaration_count	semantic_classification	destination_modules	compatibility_action	split_rationale	dependency_rationale	review_status
NumStability.Algorithms.LU.Doolittle	NumStability/Algorithms/LU/Doolittle.lean	4f5f47f516f590ed3fecb31b48fcc13a077971ff	reusable	missing_module_docstrings	14	reusable	NumStability.Algorithms.LinearSystems.LU.Doolittle.Assembly.Core	move the complete reusable assembly declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper over the canonical Doolittle family	one 14-declaration reusable assembly closure	Assembly.Core imports the five retained canonical Doolittle leaves and Model; the old facade imports Assembly.Core, never conversely	approved_before_activation
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability/Algorithms/LinearSystems/IterativeRefinement/Core.lean	097d3c5f972bb673cbf7c8333110748ba20ff366	reusable	missing_module_docstrings	58	reusable	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.LinearSystems.LU.Doolittle.BackwardError	NumStability/Algorithms/LinearSystems/LU/Doolittle/BackwardError.lean	ceba9dded83fe58c97e334f387548877b0317363	reusable	missing_module_docstrings	1	reusable	NumStability.Algorithms.LinearSystems.LU.Doolittle.BackwardError	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.LinearSystems.LU.Doolittle.Basic	NumStability/Algorithms/LinearSystems/LU/Doolittle/Basic.lean	58112cf6ec25b611bd1d5ffe4841a5c4292b194e	reusable	missing_module_docstrings	10	reusable	NumStability.Algorithms.LinearSystems.LU.Doolittle.Basic	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.LinearSystems.LU.Doolittle.Budgets	NumStability/Algorithms/LinearSystems/LU/Doolittle/Budgets.lean	7ba8eb87ee4198a9b6313f004964c478413914b1	reusable	missing_module_docstrings	32	reusable	NumStability.Algorithms.LinearSystems.LU.Doolittle.Budgets	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.LinearSystems.LU.Doolittle.Certificates	NumStability/Algorithms/LinearSystems/LU/Doolittle/Certificates.lean	cc682bf0886b28a7070be453703fb9d8a707c5b7	reusable	missing_module_docstrings	31	reusable	NumStability.Algorithms.LinearSystems.LU.Doolittle.Certificates	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.LinearSystems.LU.Doolittle.RoundedEntries	NumStability/Algorithms/LinearSystems/LU/Doolittle/RoundedEntries.lean	1ecba16b8262d56f4c8b2fb6d3c4c2354763bd71	reusable	missing_module_docstrings	14	reusable	NumStability.Algorithms.LinearSystems.LU.Doolittle.RoundedEntries	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.Summation.Tree.ArbitraryOrderError.PivotNormalized	NumStability/Algorithms/Summation/Tree/ArbitraryOrderError/PivotNormalized.lean	5f9178d977b4e570ce925be4cec74c76f3ba270d	reusable	missing_module_docstrings	7	reusable	NumStability.Algorithms.Summation.Tree.ArbitraryOrderError.PivotNormalized	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Algorithms.WilkinsonAttainability	NumStability/Algorithms/WilkinsonAttainability.lean	d3b3f5a36224994a8ddb793d13c80a0b7313d701	unclassified	unclassified_modules	26	source	NumStability.Source.Higham.Chapter04.Problem02.WilkinsonAttainability.IeeeDoubleTrace.Results	move the complete Problem 4.2 source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.AccuracyTests	NumStability/Analysis/AccuracyTests.lean	2c0149a4b3a5b4be4fff3a20cd6fb63bfe48348c	unclassified	unclassified_modules	11	mixed_split_reusable_source	NumStability.Analysis.Approximation.SineTaylor.OddDegreeFiveError.Theorems;NumStability.Source.Higham.Chapter02.Section11.AccuracyTests.CodySineResults.Theorems	split the exact reusable Taylor-bound closure and source-specific Cody-sine closure between the listed destinations; replace the historical owner with a documented complete import-only compatibility wrapper	reusable 3-declaration Taylor closure and source 8-declaration Cody-sine closure	two private Taylor series helpers follow the generic public theorem; four private Cody helpers follow the four Cody public results	approved_before_activation
NumStability.Analysis.CancellationOfRoundingErrors	NumStability/Analysis/CancellationOfRoundingErrors.lean	6d1181bae3d40eff11634e55535565650fd2efaf	mixed	mixed_modules	27	source	NumStability.Source.Higham.Chapter01.Section14.CancellationOfRoundingErrors.Algorithm02RoundedCore	move the complete Section 1.14 Algorithm 2 source declaration and private-support closure to the exact listed destination; replace the mixed historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.DoubleRounding	NumStability/Analysis/DoubleRounding.lean	ebe57114c7657c6bcdb77bd7be0f4edd1c0b350d	mixed	mixed_modules	15	source	NumStability.Source.Higham.Chapter02.Problem09.DoubleRounding.Counterexample.Results	move the complete Problem 2.9 source declaration and private-support closure to the exact listed destination; replace the mixed historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.FloatingPointArithmetic	NumStability/Analysis/FloatingPointArithmetic.lean	fae75c27841bc0b129d188f9d67693a45ebf9037	mixed	declaration_bearing_umbrellas;mixed_modules	234	reusable	NumStability.Analysis.FloatingPointArithmetic.IeeeSpecialValueOperations.Results	move the complete reusable IEEE special-value operation declaration and private-support closure to the exact listed destination; replace the declaration-bearing mixed umbrella with a documented sorted complete import-only aggregate and compatibility facade	no source declaration remains: move the complete 232-public plus 2-private reusable IEEE special-value closure	new reusable module imports reusable leaves only; old mixed umbrella imports it and becomes declaration-free, never conversely	approved_before_activation
NumStability.Analysis.HighamChapter2ElementaryFunctions	NumStability/Analysis/HighamChapter2ElementaryFunctions.lean	403c164a90159eda8be46a752da63c00da2f722f	unclassified	noncanonical_modules;unclassified_modules	7	source	NumStability.Source.Higham.Chapter02.Section10.ArctangentRange.Counterexample.Results	move the complete Section 2.10 arctangent source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.HighamChapter2FmaDiscriminant	NumStability/Analysis/HighamChapter2FmaDiscriminant.lean	7443e4e231529daeaf5386d78e6684aa74896951	unclassified	noncanonical_modules;unclassified_modules	10	source	NumStability.Source.Higham.Chapter02.Section06.Discriminant.FusedMultiplyAdd.Counterexample.Results	move the complete Section 2.6 fused-multiply-add source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.HighamChapter2Lindemann	NumStability/Analysis/HighamChapter2Lindemann.lean	dcc440c72a9714922da0ef53cc5c29b3e5b6d52d	unclassified	noncanonical_modules;unclassified_modules	4	source	NumStability.Source.Higham.Chapter02.Section10.Tablemaker.FiniteSeparation.Results.Theorems	move the complete Section 2.10 finite-separation source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.HighamChapter7	NumStability/Analysis/HighamChapter7.lean	ee1d3e04956ee895be47ab0ea44be15854a38408	mixed	mixed_modules;noncanonical_modules	17	source	NumStability.Source.Higham.Chapter07.Equation17.KahanConditioningExample;NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.RowInfinityScaleCounterexample.Theorems	split the exact Equation 7.17 and Theorem 7.5 source dependency closures between the listed destinations; replace the mixed historical owner with a documented complete import-only compatibility wrapper	10-declaration Equation 7.17 closure and 7-declaration Theorem 7.5 closure	nine ch7_kahan private helpers follow Equation 7.17; six theorem7_5 private helpers follow Theorem 7.5	approved_before_activation
NumStability.Analysis.HighamChapter7Rectangular	NumStability/Analysis/HighamChapter7Rectangular.lean	e5a22334696f3fd4a4ac451d5cd7b097c07c7123	mixed	mixed_modules;noncanonical_modules	3	source	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem03.RectangularResults	move the complete Theorem 7.3 source declaration and private-support closure to the exact listed destination; replace the mixed historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.IncreasingPrecision	NumStability/Analysis/IncreasingPrecision.lean	de9649ed7c7175afc4d11f8a6f8498f657cfce5a	mixed	mixed_modules	34	source	NumStability.Source.Higham.Chapter01.Section13.IncreasingPrecision.BinaryStorageExamples	move the complete Section 1.13 source declaration and private-support closure to the exact listed destination; replace the mixed historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.InstabilityWithoutCancellation	NumStability/Analysis/InstabilityWithoutCancellation.lean	b452f6d643f50afe5308ce99089e95943387227a	mixed	mixed_modules	6	source	NumStability.Source.Higham.Chapter01.Section12.InstabilityWithoutCancellation.PivotingExample	move the complete Section 1.12 source declaration closure to the exact listed destination; replace the mixed historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_10	NumStability/Analysis/Problem2_10.lean	832493a80936d4503d6a627b149d90fc06b7f174	unclassified	noncanonical_modules;unclassified_modules	1114	source	NumStability.Source.Higham.Chapter02.Problem10.DivisionRoundTrip.ExhaustiveBinary64.Results	move the complete dependency-closed exhaustive binary64 Problem 2.10 source outlier to the exact listed destination without an arbitrary line split; replace the historical owner with a documented complete import-only compatibility wrapper	one cohesive 1114-declaration exhaustive binary64 source audit; approved outlier with no arbitrary line split	all 158 private declarations remain in the exhaustive reverse-dependency closure; canonical dependency retargets DoubleRounding to the new Problem 2.9 destination	approved_before_activation
NumStability.Analysis.Problem2_12	NumStability/Analysis/Problem2_12.lean	baa0cf704c6fe74b4d6bedeced1c0781ac569a54	unclassified	noncanonical_modules;unclassified_modules	8	source	NumStability.Source.Higham.Chapter02.Problem12.ReciprocalProduct.Results.Theorems	move the complete Problem 2.12 source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_13	NumStability/Analysis/Problem2_13.lean	59107f502a9f9a2b4be97827b910db0b1ad67009	unclassified	noncanonical_modules;unclassified_modules	72	source	NumStability.Source.Higham.Chapter02.Problem13.ReciprocalProductThreshold.Results.Theorems	move the complete Problem 2.13 source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_14	NumStability/Analysis/Problem2_14.lean	49a67b429dc06c2e5172e4f5519b2d790b51e2e8	unclassified	noncanonical_modules;unclassified_modules	20	source	NumStability.Source.Higham.Chapter02.Problem14.UnitRoundoffProbe.IeeeExamples.Results	move the complete Problem 2.14 source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_17	NumStability/Analysis/Problem2_17.lean	f937ba280d5c43cfdafa114dc37f20f9b6d56b33	unclassified	noncanonical_modules;unclassified_modules	6	source	NumStability.Source.Higham.Chapter02.Section06.Discriminant.StandardModel.Counterexample.Results	move the complete Section 2.6 body-claim source declaration and private-support closure to the exact listed destination; do not mislabel it printed Problem 2.17 and replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_20	NumStability/Analysis/Problem2_20.lean	4e5a907c9f6153f608417b1838e06ec371f5cffd	unclassified	noncanonical_modules;unclassified_modules	5	source	NumStability.Source.Higham.Chapter02.Problem21.HypotenuseNormalization.StandardModelCounterexample.Results	move the complete printed Problem 2.21 source declaration and private-support closure to the exact listed destination; preserve the historical Problem2_20 path only as a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_24	NumStability/Analysis/Problem2_24.lean	de9733d2a83b166c3571347bb32a46feb5e07f43	unclassified	noncanonical_modules;unclassified_modules	30	source	NumStability.Source.Higham.Chapter02.Problem25.NonzeroEvaluation.IeeeFiniteSystems.Results	move the complete printed Problem 2.25 source declaration and private-support closure to the exact listed destination; preserve the historical Problem2_24 path only as a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_27	NumStability/Analysis/Problem2_27.lean	5d425da17515472d1501a7ca02520c9aa06e624d	unclassified	noncanonical_modules;unclassified_modules	14	source	NumStability.Source.Higham.Chapter02.Problem28.IterativeDivisionTermination.UnderflowAwareConvergence.Results	move the complete printed Problem 2.28 source declaration and private-support closure to the exact listed destination; preserve the historical Problem2_27 path only as a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.Problem2_3	NumStability/Analysis/Problem2_3.lean	bf875e177a35398df533b93cfdda151cfa233282	unclassified	noncanonical_modules;unclassified_modules	41	source	NumStability.Source.Higham.Chapter02.Problem03.AdjacentPrecisionValues.Results.Theorems	move the complete Problem 2.3 source declaration and private-support closure to the exact listed destination; replace the historical owner with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Analysis.SampleVariance	NumStability/Analysis/SampleVariance.lean	d5d19e6ef7cd5c8d106fa5266a788baff3a04586	mixed	mixed_modules	76	mixed_split_reusable_source	NumStability.Analysis.Statistics.SampleVariance.RoundingErrorBounds.Theorems;NumStability.Source.Higham.Chapter01.Problem10.TwoPassSampleVariance.RemainderBound.Theorem;NumStability.Source.Higham.Chapter01.Section09.SampleVariance.IeeeSingleOnePassCounterexample.Results	split the exact reusable rounding-error closure and two source closures between the listed destinations; replace the mixed historical owner with a documented complete import-only compatibility wrapper	reusable 8-declaration generic error closure, source 2-declaration Problem 1.10 remainder closure, and source 66-declaration Section 1.9 binary32 closure	one generic private helper follows the reusable bounds; gamma_le_two_mul_nu_of_mul_u_le_half follows the Problem 1.10 theorem; twenty-two binary32 private helpers follow the concrete source trace	approved_before_activation
NumStability.FloatingPoint.Model	NumStability/FloatingPoint/Model.lean	14de3b5586e6036c8cb4cc47c71ecfdbd8c48c91	reusable	missing_module_docstrings	57	reusable	NumStability.FloatingPoint.Model	retain every reusable declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Source.Higham.Chapter06.Theorem05.DistanceToSingularity.Chapter07Equation26	NumStability/Source/Higham/Chapter06/Theorem05/DistanceToSingularity/Chapter07Equation26.lean	5a7e7f93404b4bf77361bfbd0731c7c08de580a2	source	noncanonical_modules	1	source	NumStability.Source.Higham.Chapter07.Equation26.DistanceToSingularity.Results	move the Chapter 7 Equation 26 distance-to-singularity source declaration out of the invalid Chapter 6 nesting to the exact listed destination; replace the old path with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Source.Higham.Chapter08.Equation15.GlobalEnvelopeCounterexample.RawCube	NumStability/Source/Higham/Chapter08/Equation15/GlobalEnvelopeCounterexample/RawCube.lean	cbb910458ba59878a16cfe94d6cc96450554929e	source	missing_module_docstrings	15	source	NumStability.Source.Higham.Chapter08.Equation15.GlobalEnvelopeCounterexample.RawCube	retain every source declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.ArbitraryOrder	NumStability/Source/Higham/Chapter08/Section03/TriangularSystems/ArbitraryOrder.lean	0eff18167d9cc7ecae2b76b7a29b902ea66315b0	source	missing_module_docstrings	11	source	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.ArbitraryOrder	retain every source declaration at the exact owner path and add an honest module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
NumStability.Source.Higham.Chapter12.IterativeRefinement	NumStability/Source/Higham/Chapter12/IterativeRefinement.lean	6484e8aeb3a3b5dc2e61a7469467ddc7f439f642	source	declaration_bearing_umbrellas	28	source	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems	move all frozen source declarations to the exact listed destination; replace the declaration-bearing umbrella with a documented sorted complete import-only aggregate over All and Results.Theorems	move all 28 source declarations to Results.Theorems and leave the old module declaration-free	Results.Theorems may import IterativeRefinement.All; the old umbrella imports All plus Results.Theorems and must never be imported by the canonical result	approved_before_activation
NumStability.Source.Higham.Chapter12.IterativeRefinement.Chapter12Bounds	NumStability/Source/Higham/Chapter12/IterativeRefinement/Chapter12Bounds.lean	3ea999233e843d53f2640d107dceafc88ec3c595	source	missing_module_docstrings;noncanonical_modules	5	source	NumStability.Source.Higham.Chapter12.IterativeRefinement.ForwardErrorBounds.Results	move all frozen Chapter 12 forward-error source declarations to the exact listed destination; replace Chapter12Bounds with a documented complete import-only compatibility wrapper	no reusable/source split: complete source declaration closure	move or retain the exact C0002 dependency closure; co-locate every private/internal support declaration and retarget selected-owner imports canonical-to-canonical	approved_before_activation
NumStability.Source.Higham.Chapter12.IterativeRefinement.LegacyChapter11Surface	NumStability/Source/Higham/Chapter12/IterativeRefinement/LegacyChapter11Surface.lean	c3b916f39993ff268953d73d7a31df860f1c571e	source	missing_module_docstrings	21	source;internal	NumStability.Source.Higham.Chapter12.IterativeRefinement.LegacyChapter11Surface	retain every source and internal declaration at the exact owner path and add an honest historical-numbering module docstring; no declaration relocation	document-only: retain every declaration at the exact C0002 owner	no dependency relocation; preserve exact imports and declarations while adding an honest module docstring	approved_before_activation
