declaration	owner_module	visibility	selected_owner	closure_role
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_R11_uniform_step_budget_frob_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_R11_uniform_step_budget_frob_self_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_final_prevBlocks_det_uniform_step_budget_compact_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_final_prevBlocks_det_uniform_step_budget_frob_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_final_prevBlocks_det_uniform_step_budget_frob_self_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_final_prevBlocks_uniform_step_budget_frob_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_final_prevBlocks_uniform_step_budget_frob_self_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_uniform_step_budget_frob_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.mgs_qr_bounds_of_storedTrailingPanel_final_panel_eq_uniform_step_budget_frob_self_condition_explicit_radius_of_small_unit_roundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.panelFirstColumn_ne_zero_of_first_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.panelTopLeft_qrPanel_R_eq_firstStoredPanelStep_of_first_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.panelTopRowTail_qrPanel_R_eq_firstStoredPanelStep_of_first_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_eq_firstStoredPanelStep_of_first_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_one_col_eq_firstStoredPanelStep_of_first_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_updateCompatible_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_fl_householderAlpha_of_updateCompatible_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_updateCompatible_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveBetaSpecStep_trailingQR_of_alpha_eq_householderAlpha_of_updateCompatible_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredActiveStep_trailingQR_of_tail_reflector_self_dot_of_subtractZeroExact	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredStep_trailingQR_of_leadingBlock_det_ne_zero_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredStep_trailingQR_of_leadingBlock_det_ne_zero_of_fl_sub_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_secondStoredStep_trailingQR_of_leadingBlock_det_ne_zero_of_subtractZeroExact	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_succ_succ_eq_storedSignedSequence_two_step_trailingQR_of_reflector_self_dot_of_subtractZeroExact	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_two_col_eq_firstStoredPanelStep_trailingStoredStep_of_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_two_col_eq_secondStoredActiveStep_one_of_tail_reflector_self_dot_of_subtractZeroExact	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_two_col_eq_secondStoredStep_of_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_two_col_eq_secondStoredStep_of_leadingBlock_det_ne_zero_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_two_col_eq_secondStoredStep_of_leadingBlock_det_ne_zero_of_fl_sub_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.qrPanel_R_two_col_eq_secondStoredStep_of_leadingBlock_det_ne_zero_of_subtractZeroExact	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.sourceFaithfulHouseholderNormalization_of_normalized_trailingActiveVector_alpha_eq_fl_householderAlpha_of_first_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.sourceFaithfulHouseholderNormalization_of_normalized_trailingActiveVector_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.sourceFaithfulHouseholderNormalization_of_normalized_trailingActiveVector_alpha_eq_householderAlpha_of_first_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.sourceFaithfulHouseholderNormalization_of_normalized_trailingActiveVector_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_fl_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedPanelStep_succ_signedActiveBetaSpec_eq_panelFromTopAndTrailing_fl_householderNormalizedVector_of_alpha_eq_householderAlpha_of_tail_leadingBlock_det_ne_zero_updateCompatible_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_four_col_of_firstTwoReflectorData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_closureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_fullStageSourceClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_fullStageSourceClosureData_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_sourceClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_sourceClosureData_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_sourceFaithfulNormalizations	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_sourceFaithfulNormalizations_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_sourceFaithful_tailVectorEqLoopFacts_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailNormalizedLoopRawFacts	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailNormalizedLoopRawFacts_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailNormalizedLoopRecords	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailNormalizedLoopRecords_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailVectorEqLoopFacts_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailVectorEqLoopFacts_of_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailVectorEqLoopFacts_of_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailVectorEqLoopFacts_of_normalizationModel	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_of_tailVectorEqLoopFacts_of_normalizationModel_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_one_col_of_reflectorData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_one_col_of_reflector_self_dot	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_succ_succ_of_firstTwoReflectorData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_succ_succ_of_reflector_self_dot	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_three_col_of_firstTwoReflectorData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequenceTwiceTrailingFinalClosed_two_col_of_reflector_self_dot	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_tailFullStageSourceClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_tailFullStageSourceClosureData_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_full_stage_four_five_zero_prefixed_facts	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_full_stage_four_five_zero_prefixed_facts_and_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_full_stage_four_five_zero_prefixed_facts_and_leadingBlock_det_ne_zero_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_full_stage_four_zero_prefixed_facts	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_full_stage_four_zero_prefixed_facts_and_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_full_stage_four_zero_prefixed_facts_and_leadingBlock_det_ne_zero_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_tail_normalized_facts_and_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoFullStageFacts_and_twice_trailing_tail_normalized_facts_succ_succ_and_leadingBlock_det_ne_zero	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoReflectorData_and_tailClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_firstTwoTailReflectorFacts_and_tailSourceClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_closureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_fullStageSourceClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_fullStageSourceClosureData_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_sourceClosureData	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_sourceClosureData_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_tailNormalizedLoopRawFacts	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_tailNormalizedLoopRawFacts_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_tailNormalizedLoopRecords	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_tailNormalizedLoopRecords_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_twice_trailing_closed	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_twice_trailing_final	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_self_dot_of_twice_trailing_recurrence_bridge	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_vectors_and_tailVectorEqLoopFacts_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_reflector_vectors_of_fullStageSourceClosureData_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_sourceFaithfulNormalizations	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_sourceFaithfulNormalizations_of_exact_sub	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_sourceFaithful_tailVectorEqLoopFacts_exactWithUnitRoundoff	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_sourceFaithful_tailVectorEqLoopFacts_of_exact_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
H19.Theorem19_13.storedSignedSequence_final_panel_eq_qrPanel_R_of_sourceFaithful_tailVectorEqLoopFacts_of_exact_sub_add_mul_div_sqrt	NumStability.Source.Higham.Chapter19.Core	public	yes	reverse_dependent
