baseline_owner_module	baseline_declaration_name	visibility	kind	projection_order	source_ordinal	destination_module	route_class	normalization_decision
NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_augmentedSpan	public	theorem	4	3	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	relocate_split	-
NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_idBasis	public	theorem	5	4	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	relocate_split	-
NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_residual_coordinates	public	theorem	6	1	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	relocate_split	-
NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_residualsInColumnSpace	public	theorem	7	2	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_eventProb_flSparseGramDot_rowGram_perturb_ge_one_sub_square_inv	public	theorem	0	63	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchInjectivityBounds	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_eventProb_injective_ge_one_sub_pair_sum	public	theorem	1	61	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchInjectivityBounds	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_eventProb_injective_ge_one_sub_square_inv	public	theorem	2	62	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchInjectivityBounds	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_eventProb_pairCollision_eq_inv	public	theorem	3	0	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.HashCollisionProbabilities	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_eventProb_pairNoCollision_eq_one_sub_inv	public	theorem	4	2	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.HashCollisionProbabilities	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_expectationReal_collision_coeff_sq_eq_inv_mul	public	theorem	5	3	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.HashCollisionProbabilities	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchHashProbability_expectationReal_pairCollisionIndicator_eq_inv	public	theorem	6	1	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.HashCollisionProbabilities	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_abs_rowGram_quadratic_error_le_ge_one_sub	public	theorem	7	8	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_abs_rowGram_quadratic_error_le_ge_one_sub_delta_of_coeff_budget	public	theorem	8	9	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRightPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	9	52	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRightTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	10	57	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	public	theorem	11	44	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	12	47	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	13	51	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRightPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	14	53	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRightTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	15	58	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	public	theorem	16	45	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	17	48	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	18	56	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	public	theorem	19	43	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	20	46	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	21	50	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	22	49	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	23	55	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	24	54	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	public	theorem	25	42	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	26	40	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_gridNorm_add_nat_orthonormal	public	theorem	27	41	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	28	39	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub	public	theorem	29	18	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub_frobNorm	public	theorem	30	23	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub_orthonormal	public	theorem	31	26	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_perturb_ge_one_sub_square_inv	public	theorem	32	65	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchInjectivityBounds	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_coeff_add_frob_budget	public	theorem	33	34	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	34	30	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob	public	theorem	35	28	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	36	29	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub	public	theorem	37	27	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_delta_of_coeff_budget	public	theorem	38	33	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_delta_of_frobNorm_budget	public	theorem	39	59	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_delta_of_orthonormal_budget	public	theorem	40	60	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_frobNorm	public	theorem	41	31	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_orthonormal	public	theorem	42	32	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	public	theorem	43	38	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	44	36	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_gridNorm_add_nat_orthonormal	public	theorem	45	37	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	46	35	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_forall_abs_rowGram_quadratic_error_le_ge_one_sub_delta_of_sum_coeff_budget	public	theorem	47	11	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_forall_abs_rowGram_quadratic_error_le_ge_one_sub_sum_coeff_budget	public	theorem	48	10	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_forall_abs_rowGram_quadratic_error_le_ge_one_sub_sum_frobNorm_budget	public	theorem	49	13	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_forall_abs_rowGram_quadratic_error_le_ge_one_sub_sum_vecNorm_budget	public	theorem	50	12	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_frob_error_le_ge_one_sub	public	theorem	51	15	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_coeff_add_frob_budget	public	theorem	52	17	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	53	20	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob	public	theorem	54	16	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	55	19	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	public	theorem	56	25	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	public	theorem	57	22	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_gridNorm_add_nat_orthonormal	public	theorem	58	24	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
