declaration	owner_module	visibility	selected_owner	closure_role	seed_memberships	membership_witnesses	co_route_component	minimum_depth	signature_edge_span	body_edge_span
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRightTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":15,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	15	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignAddZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRightPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRightTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":15,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	15	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignSubZeroRight_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":15,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	15	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithFlStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":13,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	13	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignPermuted_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":12,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	12	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":13,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	13	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSignTree_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":12,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	12	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_orthonormal_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":14,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_gridNorm_add_nat_orthonormal"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	14	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":13,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	13	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_gridNorm_add_nat_orthonormal	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":13,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	13	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDotWithStoredSign_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":12,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	12	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":9,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_rowGram_frob_error_le_ge_one_sub"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	9	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub_frobNorm	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":10,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	10	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub_orthonormal	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":11,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	11	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_perturb_ge_one_sub_square_inv	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchHashProbability_eventProb_injective_ge_one_sub_square_inv"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	7	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_coeff_add_frob_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":11,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	11	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_vecNorm_add_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":12,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_vecNorm_add_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	12	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":10,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	10	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_vecNorm_add_frobNorm	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":11,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	11	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":10,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_frob_error_le_ge_one_sub"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	10	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_delta_of_coeff_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":11,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	11	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_delta_of_frobNorm_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":12,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_frobNorm"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	12	0	1
NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_delta_of_orthonormal_budget	NumStability.Algorithms.RandNLA.Preconditioning	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	"[{""depth"":13,""edge_kind"":""body"",""predecessor"":""NumStability.countSketchProbability_eventProb_flSparseGramDot_rowGram_twoSidedLoewner_ge_one_sub_orthonormal"",""seed"":""_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor""}]"	-	13	0	1
