owner_module	path	base_blob_oid	current_tier	debt_flags	declaration_count	semantic_classification	destination_modules	compatibility_action	split_rationale	dependency_rationale	review_status
NumStability.Analysis.BergerResolvent	NumStability/Analysis/BergerResolvent.lean	a77f98344644f508c0b114085f799bb8fcbfe5b7	unclassified	unclassified_modules	10	relocate_whole	NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	import_only_wrapper	All seven public statements are k=2 or powers-of-two numerical-radius inequalities (`norm_apply_sq_add_norm_inner_sq_le`, the `*_pow_two_le` forms, and their iterates); the remaining three commands are the local Euclidean-space notation and two private algebraic helpers. No projected declaration states a resolvent identity or bound.	The commands share the existing Berger `PowerTwo` and numerical-radius dependencies, and the private `exists_unit_sq_mul`/`inner_diag_diff` support feeds the public power-two chain. Keeping that closure whole avoids a false resolvent boundary inherited from the historical filename.	reviewed
NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	NumStability/Analysis/CStarMatrices/Basic/RealMatrixBridge.lean	6d045defdcc5f7b06c29ac8247897dec34543e25	reusable	noncanonical_modules	97	relocate_split	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	import_only_wrapper	The 97 declarations separate into fifteen finite-matrix concepts: block diagonals and their compression, column pairs and pinching, range projections/reflections, finite dimensionality, matrix and real-order bridges, projection reflections, rectangular multiplication/compression, reflection averages, and strict positivity. Each route is determined by the operation or order structure in the declaration statement, not by the legacy bridge filename.	The base imports provide CStar matrices, continuous-functional-calculus order, matrix order/block operations, and the project matrix algebra. The routed DAG preserves the dependencies among those concepts while allowing consumers such as trace-MGF, Lieb concavity, and operator-log monotonicity to import only the finite-matrix facilities they actually use.	reviewed
NumStability.Analysis.CStarMatrixBridge	NumStability/Analysis/CStarMatrixBridge.lean	fb1650665f83c559c4e5eddf0ba4c4609a5b07a6	unclassified	noncanonical_modules;unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 6 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.CStarMatrixExpectation	NumStability/Analysis/CStarMatrixExpectation.lean	071ce761d8bf5aeea364b1b8b4cca5257777f7c1	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 3 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.CStarMatrixTrace	NumStability/Analysis/CStarMatrixTrace.lean	31170df8844307ff79927478b05fb20d606e16b4	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.DunfordResidue	NumStability/Analysis/DunfordResidue.lean	24baf154ab274ed27b5d0b61a930ed986ba693aa	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 3 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.HenriciExtremal	NumStability/Analysis/HenriciExtremal.lean	a2cf4169bcf1598b2452ec65245d4f66bcd60024	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 5 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.HenriciSharpConstant	NumStability/Analysis/HenriciSharpConstant.lean	02ec7f58ae7f069c0bca602bac66e6d2a9fc3335	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.HenriciSharpConstantExact	NumStability/Analysis/HenriciSharpConstantExact.lean	b71b93d9fd2bd971c9e103e19885d82414c358ee	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.JordanNormalForm	NumStability/Analysis/JordanNormalForm.lean	756223f451bb007d40417cf119a51071956b2cd9	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 10 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.LiebTrace	NumStability/Analysis/LiebTrace.lean	6aaed132214daa231ef4e8746fc4be2657071441	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 16 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	reusable	noncanonical_modules	20	relocate_split	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds.FiniteDimension;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	import_only_wrapper	Thirteen declarations define and analyze the resolvent coefficient curve, its continuous-linear-map form, derivatives, and circle/interval integral identities. Seven declarations turn those coefficients and arc lengths into finite-dimensional norm and power bounds. These are distinct analytic-coefficient and bound interfaces, so the owner is split at that mathematical use boundary.	Resolvent analyticity supplies the coefficient leaf; the Kreiss resolvent bound, matrix norms, singular values, and integration-by-parts machinery feed the downstream arc-length bound leaf. The destination DAG records the latter's dependence on the former without creating a reverse edge or cycle.	reviewed
NumStability.Analysis.MatrixPowersBaiDemmelGu	NumStability/Analysis/MatrixPowersBaiDemmelGu.lean	ac5b7ff504f9f66980fd191b772cf8d0ff6e8ae2	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 6 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	NumStability/Analysis/MatrixPowersBaiDemmelGuDistance.lean	d5726c9b84c5dd1b8b90cff0001468374f089bad	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 3 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	unclassified	unclassified_modules	17	relocate_whole	NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.SchurBinomialBounds.Estimates	import_only_wrapper	The four public Schur/binomial estimates (`norm_pow_eq_norm_schur_pow`, `norm_pow_nilpotent`, `opNorm_schurpow_le_binomial`, and `exists_schur_powerBounds`) are proved through thirteen private `Ppiece`, unitary-norm, and summation commands. That complete reverse-dependency closure is one Schur-binomial estimate API.	The existing Henrici binomial-bound and Schur imports jointly supply the statement vocabulary and proof machinery. Splitting the private `Ppiece` construction from its four consumers would create an artificial internal API, so every command is co-routed.	reviewed
NumStability.Analysis.MatrixPowersGautschi	NumStability/Analysis/MatrixPowersGautschi.lean	07d51110a792be079c1205f7693d99bab4852285	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 5 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersHenrici	NumStability/Analysis/MatrixPowersHenrici.lean	d4294ce22974b7139bb282078b3149d3a2ee6669	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	e8f693ba462480d2d36c3dbb5fad8525065e2205	unclassified	unclassified_modules	2	relocate_whole	NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	import_only_wrapper	Both declarations characterize normality through the vanishing strict-upper part of a Schur form: one unconditional equivalence and its named `schurNormalImpliesStrictUpperZero_holds` witness. They form one normal-Schur characterization leaf.	The statements depend together on the existing Henrici normal-matrix results, the historical Henrici surface, and the Schur results. There is no private closure or second mathematical consumer boundary to justify a split.	reviewed
NumStability.Analysis.MatrixPowersKreiss	NumStability/Analysis/MatrixPowersKreiss.lean	b2e240cc0369e2858277c837542227b7fc422184	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	7213cc1236038e532708cc5ce4d04794b2c9683e	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 5 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersLaszlo	NumStability/Analysis/MatrixPowersLaszlo.lean	2c5dda2891d63423ca1c9b390778c04d2eb8dbd3	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	573feaaaa90c811d151dc6dc0e85ffc7bce29ea6	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 8 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	unclassified	unclassified_modules	9	relocate_split	NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers;NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur;NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	import_only_wrapper	The nine commands divide by statement semantics: normal upper-triangular matrices being diagonal (with two private diagonal-product helpers), normal Schur form having zero strict-upper part, and exact norms of powers of normal matrices (with four private unitary/pi-norm helpers). These are Schur structure, Henrici characterization, and exact power-norm APIs respectively.	Complex triangulation supports the structural leaf, while the existing exact-norm Schur module supports the power leaf. Each private helper remains with all of its reverse dependents, and the routed DAG permits the normal-characterization statement to depend on the structural theorem without merging the independently useful APIs.	reviewed
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	da61bf24b8fc11d83eb001fca9e12d600dd669c5	unclassified	noncanonical_modules;unclassified_modules	4	relocate_split	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.FiniteDimensionalPowerBounds.Kreiss;NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	import_only_wrapper	`norm_pow_le_exp_mul_dim_proved` and `powerBound_exp_mul_dim_proved` are reusable finite-dimensional Kreiss bounds. The two `higham18_kreiss_*_proved` declarations are exact Chapter 18 correspondence aliases, so they move to Source rather than being presented as additional reusable mathematics.	The exact aliases depend on the reusable bounds and not conversely. Their `SpijkerKreissUnconditional/Bounds` family also gives the worker a vacant directory-prefix authority boundary while the integrator-owned one-child umbrella is the public Source locator; this is the deliberate reason for the otherwise shallow family.	reviewed
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	8bd4f4db31165196dbc6839c0fe4046d0fe14d69	unclassified	unclassified_modules	5	relocate_whole	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	import_only_wrapper	The four public declarations bound polynomial degree and projection-crossing cardinality and derive the rational-order arc-length consequence; the private `natDegree_C_mul_mul_le_two_mul` command is their polynomial-degree support. They form one planar polynomial-crossing interface.	The existing planar algebra and rational Spijker modules supply the polynomial and certificate vocabulary. The private degree lemma is in the same reverse-dependency component as the public crossing results, so no smaller honest leaf exists.	reviewed
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	unclassified	unclassified_modules	17	relocate_whole	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	import_only_wrapper	The four public statements connect crossing variation, the planar analytic bridge, rational-order arc length, and the proved Spijker arc-length bound. The thirteen private partition, multiplicity, measurability, integral, and eVariation commands are exactly the proof closure for that variation argument.	Interval-integral derivatives, product integration, planar analysis, the planar crossing results, and the projection-integral API all participate in the same proof chain. Co-routing the private closure preserves that dependency boundary and avoids exposing proof scaffolding as separate reusable modules.	reviewed
NumStability.Analysis.MatrixPowersSpijkerRational	NumStability/Analysis/MatrixPowersSpijkerRational.lean	5534c852b63517b2ad9bdcf581f68e25c4a7d376	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 3 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.NilpotentJordanChain	NumStability/Analysis/NilpotentJordanChain.lean	e79f05048ae4da669a1dddcb51f3b0716ba1773d	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 8 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.NumericalRadius	NumStability/Analysis/NumericalRadius.lean	df20cb0021acdf3021f333d6a39a775d52322c85	unclassified	unclassified_modules	1	relocate_whole	NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation	import_only_wrapper	The only remaining declaration is the private Euclidean-space notation `termᵓc`; the public numerical-radius API is already in `LinearOperators.NumericalRadius.Core.Basic`. The command is therefore internal support, not another numerical-radius theorem.	The historical imports establish the matrix, inner-product, Rayleigh, and core numerical-radius context needed by the notation. The old wrapper preserves those imports but does not advertise the private-only leaf; its isolated canonical test supplies the build witness.	reviewed
NumStability.Analysis.OperatorLog	NumStability/Analysis/OperatorLog.lean	d10c70313d4f6254ffbab0163031b404a935fc3f	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 6 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.PseudospectralLowerBound	NumStability/Analysis/PseudospectralLowerBound.lean	bea6a28b2f392fe2dca970dc3ca30eea2c505914	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 3 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.PseudospectralPowerBound	NumStability/Analysis/PseudospectralPowerBound.lean	912e774f0d2fc129ae82378ce21d2105ab310c2e	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 3 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.PseudospectralResolvent	NumStability/Analysis/PseudospectralResolvent.lean	7c305d48544c689d658f178edce6cd0808bd431d	unclassified	unclassified_modules	1	relocate_whole	NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	import_only_wrapper	The only projected declaration is the private scalar algebra-map notation `«term↑ₐ»`; all public pseudospectral resolvent lower-bound mathematics is already in its semantic module. This command belongs in an internal notation leaf rather than a public resolvent API.	The existing spectrum, norm-limit, pseudospectral criterion, and resolvent lower-bound imports supply its elaboration context. The historical wrapper retains them without importing the private-only leaf; an isolated canonical test builds that leaf, and no public aggregate or compatibility target advertises it.	reviewed
NumStability.Analysis.ResolventFunctionalCalculus	NumStability/Analysis/ResolventFunctionalCalculus.lean	978885bbe1e2d058efe03dfe9800e74e11e4559b	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 5 direct import(s); no declaration implementation remains in this owner.	reviewed
NumStability.Analysis.SpijkerProjectionIntegral	NumStability/Analysis/SpijkerProjectionIntegral.lean	6bb8216505338afe2463674d52e151f4e7567e85	unclassified	unclassified_modules	0	classify_compatibility	-	import_only_wrapper	The exact format-2 projection contains no declarations; retain only the historical import surface as a compatibility wrapper.	Preserve the exact C0005 sequence of 4 direct import(s); no declaration implementation remains in this owner.	reviewed
