path	base_blob_oid	transform	add_imports	remove_imports	declaration_use_witnesses	test_witnesses	rationale
NumStability/Analysis/CStarMatrices/FiniteMatrixAlgebra.lean	-	create_public_family_aggregate	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeProjection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/CStarMatrices/Trace/Basic.lean	0e8bcbb610dfb043edf31aca7a3a78026673baa6	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding"":{""body_edges"":7,""signature_edges"":7}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_CStarMatrices_Trace_Basic.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Analysis/FunctionalCalculus/OperatorLog/Monotonicity.lean	c055c449b065346e1d68082df63e322d51c26f8f	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding"":{""body_edges"":1,""signature_edges"":1},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder"":{""body_edges"":1,""signature_edges"":0},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity"":{""body_edges"":1,""signature_edges"":0}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_FunctionalCalculus_OperatorLog_Monotonicity.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/All.lean	f008973c53d51267940791cd57830efe58437ff9	update_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices	-	-	NumStabilityTest/Reorganization/R07/All.lean	wire the new public semantic subfamily through its existing family aggregate
NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/NormalMatrices.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/All.lean	c35c42e7c6d18ce6ec96c150e8d7d3e6d5a291f9	update_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization;NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.SchurBinomialBounds	-	-	NumStabilityTest/Reorganization/R07/All.lean	wire the new public semantic subfamily through its existing family aggregate
NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/NormalCharacterization.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/SchurBinomialBounds.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.SchurBinomialBounds.Estimates	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/All.lean	2028d4dd187c3e8404ff0b9f8e301380f70b2214	normalize_outside_consumer	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.FiniteDimensionalPowerBounds;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds;NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	-	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_LinearOperators_MatrixPowers_Spijker_All.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ArcLengthPowerBounds.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds.FiniteDimension	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/FiniteDimensionalPowerBounds.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.FiniteDimensionalPowerBounds.Kreiss	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/PlanarArcLength.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/PlanarCrossingBounds.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/Rational.lean	8347dc8317200b2a42915f931c4a35f0f7aa1115	normalize_outside_consumer	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	"{""NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic"":{""body_edges"":4,""signature_edges"":2}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_LinearOperators_MatrixPowers_Spijker_Rational.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ResolventCoefficients.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/NumericalRadius/Berger/All.lean	422b3aa99eaa187e9d6accbd5b5510da0c8f0260	update_family_aggregate	NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality	-	-	NumStabilityTest/Reorganization/R07/All.lean	wire the new public semantic subfamily through its existing family aggregate
NumStability/Analysis/LinearOperators/NumericalRadius/Berger/GeneralPowerInequality.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers;NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/LinearOperators/Schur/All.lean	1bb55795afd7f3bb79e36658186f8cc7d64190e4	update_family_aggregate	NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular	-	-	NumStabilityTest/Reorganization/R07/All.lean	wire the new public semantic subfamily through its existing family aggregate
NumStability/Analysis/LinearOperators/Schur/Complex/NormalTriangular.lean	-	create_public_family_aggregate	NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Analysis/MatrixInequalities/LiebTrace/Concavity.lean	a78028f30091188511cf16ffce05eed75eaf2530	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonal"":{""body_edges"":13,""signature_edges"":2},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.BlockDiagonalCompression"":{""body_edges"":2,""signature_edges"":0},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPair"":{""body_edges"":16,""signature_edges"":7},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairPinching"":{""body_edges"":3,""signature_edges"":0},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ColumnPairRangeReflection"":{""body_edges"":15,""signature_edges"":5},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder"":{""body_edges"":3,""signature_edges"":0},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression"":{""body_edges"":6,""signature_edges"":0},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication"":{""body_edges"":34,""signature_edges"":0},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity"":{""body_edges"":3,""signature_edges"":0}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_MatrixInequalities_LiebTrace_Concavity.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Analysis/TestMatrices/Companion/Companion.lean	ad09cec79b97318ef08ca057891f4f6e7e588582	normalize_outside_consumer	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition	NumStability.Analysis.JordanNormalForm	-	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_TestMatrices_Companion_Companion.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Analysis/TestMatrices/Companion/CompanionSpectral.lean	5d688fd7c398f496c793f36a94b773046b163440	normalize_outside_consumer	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition	NumStability.Analysis.JordanNormalForm	-	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Analysis_TestMatrices_Companion_CompanionSpectral.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm01/ElementwiseSampling/TraceMGF.lean	799f97dc26122775da29c7a3e4d8259dc34c9161	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding"":{""body_edges"":7,""signature_edges"":2}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_DrineasMahoney_RandNLA2016_Algorithm01_ElementwiseSampling_TraceMGF.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/DrineasMahoney/RandNLA2016/Equation02/SpectralApproximation/ElementwiseSpectral.lean	26c46a8acbd771866c81db7b432462b68e7f6581	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding;NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding"":{""body_edges"":49,""signature_edges"":13},""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder"":{""body_edges"":9,""signature_edges"":0}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_DrineasMahoney_RandNLA2016_Equation02_SpectralApproximation_ElementwiseSpectral.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/LeverageTraceMGF.lean	dc45882aee8eaba78b6177e4e34be6f9bf990bbb	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding"":{""body_edges"":16,""signature_edges"":6}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_DrineasMahoney_RandNLA2016_Equation07_SubspaceEmbedding_LeverageTraceMGF.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/RowNormTraceMGF.lean	40b8cc76d011b67238cb8651ea200544dbe581eb	normalize_outside_consumer	NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	"{""NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding"":{""body_edges"":7,""signature_edges"":2}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_DrineasMahoney_RandNLA2016_Equation07_SubspaceEmbedding_RowNormTraceMGF.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/All.lean	43ade32ec976f9143dbac9779e49f0dc7a41ff04	update_family_aggregate	NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional	-	-	NumStabilityTest/Reorganization/R07/All.lean	wire the new public semantic subfamily through its existing family aggregate
NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/SpijkerKreiss.lean	4fcf58c8a14503a8d4c8cbba5dfc7e83ed54dd99	normalize_outside_consumer	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds.FiniteDimension	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	"{""NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ArcLengthPowerBounds.FiniteDimension"":{""body_edges"":4,""signature_edges"":2}}"	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_Higham_Chapter18_Section01_MatrixPowerBounds_NamedBounds_SpijkerKreiss.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/SpijkerKreissUnconditional.lean	-	create_public_family_aggregate	NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	-	-	NumStabilityTest/Reorganization/R07/All.lean	create a documented import-only public umbrella over exact reviewed children
NumStability/Source/Higham/Chapter28/Section06/Companion/Companion.lean	2cf1f01d1c7674b2b7603609680195e789a87392	normalize_outside_consumer	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition	NumStability.Analysis.JordanNormalForm	-	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_Higham_Chapter28_Section06_Companion_Companion.lean	replace historical direct imports with the exact reviewed canonical supply
NumStability/Source/Higham/Chapter28/Section06/Companion/CompanionSpectral.lean	eb1341c4e731de5b12d6a03fe2f7067d67b7985b	normalize_outside_consumer	NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition	NumStability.Analysis.JordanNormalForm	-	NumStabilityTest/Reorganization/R07/Consumer/NumStability_Source_Higham_Chapter28_Section06_Companion_CompanionSpectral.lean	replace historical direct imports with the exact reviewed canonical supply
NumStabilityTest.lean	21ae3b5076f546bf342379a2f6fc0bff1a479e61	register_r07_test_aggregate	NumStabilityTest.Reorganization.R07.All	-	-	lake test	register the worker-owned isolated R07 test aggregate in the shared test root
docs/architecture/COMPATIBILITY.md	1038bbc8a34316852fe0796ef0d947f09931e41d	document_compatibility_frontier	-	-	-	python tools/architecture/check_compatibility.py	record the externally reviewed 45-path compatibility frontier
docs/architecture/layout-exceptions.json	d4d919b4256ec8d8ea96a0e1fa55ebf979dbf256	remove_resolved_layout_debt	-	-	-	python tools/architecture/check_layout.py	remove exactly 43 unclassified and four noncanonical resolved entries
docs/architecture/tiers.json	30b89378516465f0ce97df6db31fb0b192976cfa	update_tier_manifest	-	-	-	python tools/architecture/check_layout.py	classify 45 wrappers, 30 leaves, and 12 public umbrellas from reviewed routes
