path	old_import	old_occurrences	new_imports
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	1	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedAccumulated	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Accumulated
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedBridge	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Bridge
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedClosure	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Closure
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowthSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.GrowthSolve
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.MiddleSolve
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Terminal
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.TerminalClosedForm
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanSourceCorrection	1	NumStability.Source.Higham.Chapter11.BunchKaufman.SourceCorrection
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	1	NumStability.Source.Higham.Chapter11.Bunch.SharpGrowthBridge
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	1	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11Chapter9ActualExecutorBridge	1	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.ActualExecutorBridge
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	1	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11RookExactTrace	1	NumStability.Source.Higham.Chapter11.Rook.ExactTrace
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	1	NumStability.Source.Higham.Chapter11.Rook.ExecutorAdapter
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11RookRoundedGap	1	NumStability.Source.Higham.Chapter11.Rook.RoundedGap
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11RookSourceClosure	1	NumStability.Source.Higham.Chapter11.Rook.SourceClosure
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11SkewActualSelector	1	NumStability.Source.Higham.Chapter11.Skew.ActualSelector
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11SkewExactTrace	1	NumStability.Source.Higham.Chapter11.Skew.ExactTrace
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection	1	NumStability.Source.Higham.Chapter11.Skew.SourceCorrection
NumStability/Source/Higham/Chapter11/BunchTridiagonalActualSolve.lean	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSolve	1	NumStability.Source.Higham.Chapter16.QuasiRounded.Solve
NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equation09/Assembly.lean	NumStability.Algorithms.Sylvester.Higham16	1	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/Spectrum.lean	NumStability.Algorithms.Sylvester.Higham16	1	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/SylvesterPerturbation.lean	NumStability.Algorithms.Sylvester.Higham16	1	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/Vectorized.lean	NumStability.Algorithms.Sylvester.Higham16	1	NumStability.Source.Higham.Chapter16.Foundations.Core
