path	preimage_blob_oid	preimage_sha256	union_postimage_sha256	source_requests
NumStability/Algorithms/LinearSystems/Underdetermined/MinimumNorm/Solvers/UnderdeterminedSolve.lean	a60c06a1aac5093673059a6ca16b53d96ad329b8	19829CCEF84C76BF9176F329B5D8EE994CB4EA835198FACBD81D17653A41FCC2	767CDC95ECB142B15386A25ECB93543ED2B97E8D4FED060630BACB62E89BAF11	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/MinimumNorm/Specifications/UnderdeterminedSolve.lean	cae3af7378f7a5bc7817d4331ec23727492e4fd7	795123A61ADEC6FD95CB39887C79E8D0CD7954C9AD60F73A4A8EFED4B82544A4	E8882BE55B6D1B655EDBD9CE040866D12A0CA6A43DD609FAD5536F423EA1115C	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/Componentwise/Radius.lean	611e090fa10443f439370f00f4032699c93ef3e3	924364D7A0787308A7F79562F39E8A9934D5A1CEBFD2F2E11FD9C931BA1BD796	AEA0B46AB260FA7FAF25B507637D67BAC19E0C983D92F3ECE0118B34F1174040	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/Componentwise/UnderdeterminedSolve.lean	8d5be8457af7f993a3711a1ac7aa3fc55810df42	EDFBE89494DDCFDC253C88B4EBF3CC69D689519F15F8F2E121C11D8FCF6332F7	DB9472906A2DA20AFB22EA9CFC8D2D2ACAB1E14A07961C8ECDFF3A32280548ED	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/FixedRadius/Radius.lean	bad6c697d55fdce3f208d66cdb06f6da4d573903	59E073622EFE8B744FB6A402878B6BE3C70020B8879BEC2295FF4F70EDE744D0	A4A3855B9068BDD0FAE6CF0F74A6FDB0FE3610C7CD5A5D8FB53931527752B07A	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/Projectors/ComplementNorm/ProjectorNorm.lean	2a2012a4c330e70edb8d65efa09eee0f8373fb8b	CDBEF6A5335B767067C8F914B958EC4E9539031636FCA0C552E225D2E4AC4A97	D857AF958713573764C79DA638B44D7BD77DC9E7F5C7833156D58F4F3794D9CF	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Foundations/UnderdeterminedSolve.lean	8486a99d4ddf9b2d0b45eb58757b11abff5e6e66	C57C35EE0A05CC6639C8D6508F9A516C6746A5FB0DD251922EF56C60F7D30EDE	39A6C3A044D48C78B08EA4E3DDDA3C9DE917F28F568C5CCC7643AE7B6CBF9E53	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/BackwardError/Core.lean	e73e48a67818448b43d09142d860edeb9a851ab8	4922F3CB19223C2DA7569C677FF32E94034EFB0731C3BFF714E9E58661886919	DFEC44D62094F5EDA58502ACE81EB269DF5FE763CDBE56DA29843F7ADB8E3B00	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/Closure.lean	544e87447d31c51de52d683c9e2df2ac66b664be	CDA7589825682A4E6C469BEADBD5C48345BB09A354078737254F1F642D88C157	C77EC8A1F3A6CFCE8DF32E21FAC50497B3ADF6D224B34C7D62B3EDCB4EDDDDBB	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/RoundedReplay.lean	fa1882983fbda7b37861c0b377c23281e7bc7243	2CE123CE6F975BF502C4CE75CD3F15986A11A5E63CF25F7C200A914DD88FB092	51D0AC6F791C17857E97D21B7BC1487521FA17BCED322B2FA379E0C0E7D09065	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/QR/ModifiedGramSchmidt/CorrectedRecurrence/Core.lean	3eb6688a2bbcbd64c8cae401705817128625eebe	56A9FC01A3BDD21F087D7685F202CF0DB4F881161768ADD1D7650816271FF7C8	88A7611B044A62F5EDD2F47A2C5FDB885DF0292BE4C46BB6C71702322FAB8735	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/QR/ModifiedGramSchmidt/RoundedReplay/RoundedReplay.lean	ba002452aab5f890984ca100ee1535471b7e2c70	775262A54FFCF6CCEFF3C5B5285DDA736976078B2CEA4763A4E2267ECE4E6F87	AC2FAEB39CAA08D93D9E8C1594BE5C135E37D39BDA68540EC412EF9026E65CE1	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/RankStability/FullRowRank/UnderdeterminedSolve.lean	4dfac28d715ada6d045bf31346db5b6ed928ca84	C333570415E2BE90177B7F825C210FD09F773171A572ED597D0BACAE4C55CC83	408E0AC3EC7D0F0CB6516EAADE436793C1F88BAF1E7920AC8350F1C8D21306BE	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/ActualOutput.lean	76ec3be0431d00fcf272a4ff49458110b2e4e052	2E817654733DF1B8468BA1047F7C84B86438CE71A84B4403884547A7948C29C9	D07742319F40E34C3D29257709424D8CC43592B6160787F89BBF94DA4BC23C35	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/Forward.lean	cd0e12e7fc981efa8ada9250845db1287932d1cc	45DC228420F41D0CB57100F97EA465F9EE901A9EF3F73C4B123DFCABA2174FB1	E39EC17F5D3211BD5817174EA96BB53D4CB561F3FBCE4378530D21FC7A305B1B	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/RemainderBounds.lean	9fde8028193d71b82694f00b6dadf8d54f59bba0	30A9778168695DE5739B88DDE4D6F8A3B292659467800F0DFC4F0466B3676CEE	53C5BAAE30BDED4EA40716BD28963E0CC1356989FEE39A2D17E3844BB54BCEF6	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/UnderdeterminedSolve.lean	da7856c9cb1bcb61c4945c613694b095b9519a43	51FC71E27B4EC04A6ABEACB31C8A7C29D04439C9E7DA1D963EB9DFEC2A4478C7	361460DF863A48D9185FF978DA519701F0986B7B3BBC52BD8EB0A826C7BBC0F6	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/HouseholderClosure/Closure.lean	e99fd65835b77e3bb248cdd8b255132cc596c1cf	D55A23D0E128A36C3BE82631266FFB984F4AB0787698AA5DFD7DF8BFD51D0EC5	5A29850C0788DEA2677666AE055BF7C2FA9FD7B700814F82509A1CA76089BF58	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/HouseholderClosure/Uniform.lean	41290e05db5784032832f633a0e8c8956f71c276	9D17843C2DF5A16EECD77B7471CAB8BF0ED257D745AE5F1F6556B5A8E92770CC	2836109C0C519ABFC75C3861641E3FAA189A7C0DA70297553331264C8BE821C7	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/EnvelopeTransfer.lean	d20717df9197024847cb25652ca7f138166c51da	7316627CC74DCBEE59FA219138C66628D7B955D23BC97A0AF1183521B81BD63B	C8F695D0BF5EBD4AE19B23BF3CD1AEE6D465890BBFD7239DE42AC87EF1314281	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/QRMajorant.lean	44824e25c137aec44dd7324bb7165d37a0a49a21	B394D37DFCDAB0CD75832D381C40FA7D8FBAA77972785CF816AD63FFB0862EF9	C08F38E938EC025DB47030705EC288E4D780F2828A8F13335F55DADC80CAE059	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/Signed.lean	0e0c1efaafb5f254b87477ee85cf2cc3004dfcc7	DD1C628946C2E787A625EAC8E813CF257E03565F6E28BF04980DF975D19052E2	1D1CB1B71EA658531964D0930A0BF3CAC54AC33BEFC48ACF7F5D0A9862A190F9	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/TriangularSolves/EnvelopeTransfer.lean	10201b74b6ca87a7658e89ded09d1f0fb7ea6c7c	566231D99038C04B6976BFE955913CF90BEF28E4C4614D4024AADD2C54787EC3	6DE7A72F977A61A96AA014667731DD3A2D0A0142118ABF6C8FEBD4318BAB201F	R0003
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/TriangularSolves/UnderdeterminedSolve.lean	eb581610e24b3bd7ac94228cc3629b4536374d1f	68EE083A6254F64EA6D67CAE9D6AE578A2B0DF27A3A000EEA596E2349030B9B1	B7F6BBC115380786EC99EC386CBB2979CFF7E73FAFDC46E240C6F81A9126A993	R0003
NumStability/Algorithms/TestMatrices/Higham28Stewart.lean	db6cc456d7701d6dc2c57f52a47a0fd741d80caf	9E3CFBAEA93B62BC778202BB2711D710CB20B15DB13D49C2A5A81F0C9C2FC807	9D48F30EF30E9DD7A3E3063904953D69BCD9D617687B11E95AB4D9A36D4FC196	R0003
NumStability/Analysis/Perturbation/LeastSquares/BackwardError.lean	f46c9da77b93d612933a3e7074a4f97d62fab41f	72DB3CB8615D9ADD372408CB78D5E819C645E8DB8D75778A9FD0663A21809C8F	6F84DD5234FCED35CE1CA3E1FCDB66E0BD31D7086AB29C5EA9B206E8E05FFA75	R0003
NumStability/Analysis/Perturbation/LeastSquares/Basic.lean	a369bc66e2f41d3669d58962975958828a87011e	4F89FACC5C3C934BF8B346CB4E579967372A1A400A3A82E3D1B2BC2FB4D16327	A1B982D159F45C8761ECC3C7B2371859EB2F11C4E44C19023455A958D67F86D6	R0003
NumStability/Analysis/Perturbation/LeastSquares/Contract.lean	810672db20412301200edf8311c1298779a0487b	D116FDA69D38E5B4DA7C07CDFE2B25258F425E19C4857EA394EF2C1E2FE19F15	C6D933C0FE1C4A535E2B996DBD063A836BD6700B1C661282D8F0DA56528AB236	R0003
NumStability/Analysis/Perturbation/LeastSquares/Equality/RowwiseBackwardError.lean	0cca0f050f931431da19bc53217762546bc60df8	F89049669421046AF40A3CC0DD933C516DD6A293EDCE2BD30BD00466ED6854E7	53310885BA9152143B90ED5E2B0DA1AC619CD03422326CE24AE8CF894B53F8EC	R0003
NumStability/Analysis/TestMatrices/Cauchy/Cauchy.lean	be82b91442423f1f3da59ce7b4fd07fcac7543bd	F58B56FF084767DA54D5F49E451144E5A8C63897BEB92C2500F2B4CF23E5EB36	4765FFABB3B65D7F80277272900F79869A5033C53C02F1F1D0749720FF152666	R0003
NumStability/Analysis/TestMatrices/Cauchy/Contracts.lean	3b239c464b8e355a09591c312a7f9f92f8ea0698	FDC0A55E7A10AE2643D2ABB10CC902A9AE53A296478C5C21D915DB6E9B1F9589	EB75EBF5E9BA081AADD2A1A39413691504DA527956460CE74162FDC3A85B9895	R0003
NumStability/Analysis/TestMatrices/Companion/Companion.lean	b62d6b0ca621f446b24170083a2ac3883dd286de	4D25BD52035C38EE9C9FAB51315E32134967606DD0ED2FD9732B7AD88F183A15	A3F49A5B647BB16CD608C969051811466BEA5DA8BE2EBDB5DF64D2934746FF84	R0003
NumStability/Analysis/TestMatrices/Companion/CompanionSpectral.lean	8a87947b5d76d14c3202e7662faf13327aac0543	5C0071A70FCBA3675347872F1625CC19C3DC786522AC36DAD69A54D0E3E2C0DA	8652539A52D189D6887A24A3895F7AC056B7B6730F5870AE5760CA49ACE057F7	R0003
NumStability/Analysis/TestMatrices/Companion/Contracts.lean	49f6905af752ef5c88c198914afd0457d95ae7bb	A194ABFA4067A912D6B5C8DDA329B993BC87101D815B9E06F3203DBA24DF2517	AA9DD8541CDB99EF316730942051D2EFA9896DD1FDE27C30BD5683804275A13B	R0003
NumStability/Analysis/TestMatrices/Orthogonal/OrthogonalFibers.lean	07eeceeb367a1a0613c8f1cf2e8366b18cdb78bf	F42B85DDFB62B1F2FB18E0424D2FFC72FD16C7D738CCF1D0D30E476A1F4B9C22	20B99DD1CC2A34F2B72A6F2A197DFC4C4F5869208F15262084DD0554A6A1C680	R0003
NumStability/Analysis/TestMatrices/Pascal/Contracts.lean	2e125cbb5500846f367a92e3e81b9e80783e7d3d	F1CB6AE73D722F5062A923657F4333CCB86472D68D132D0F26045F4BC5D9C57E	9C4BBE7E4AE0C93B6E6C8AAB3FE3498B2DF64A70679603096976C1D1E8961EB1	R0003
NumStability/Analysis/TestMatrices/Pascal/PascalDualFlag.lean	a8b04d3d5c7499cdc7b3bb9984a268e4c0bc42c0	A9BDD5112A6A02282B22D1A1D7B183B56B38F8609E5FDAE824B40A354CF14A27	AE0A815460C850C74EF4695DAD023D751B660202AD2AF9543021A5707694AF50	R0003
NumStability/Analysis/TestMatrices/Pascal/PascalOscillation.lean	ee60a8966cd50353f204216e803322a95c972d80	F513F1108520EE68294E97BE2CA35CBC8139EC1BCE0A1D8D0108806CB01195BD	1A30E9C46116E2CAAA2D0D0CB9ED73B80D5739AEEA9FEBE7B551D5BF27D49D0F	R0003
NumStability/Analysis/TestMatrices/Pascal/PascalOscillationCore.lean	32dace9306d6de6ff483bac7f9420a35531a6bc5	05EC59B105D92D287B230B71DFECA6404AD40832F4028EC66B28E35755B148D9	C9DBF981564715B5FBF9E4E4C4CC72B3ED71BC216143A2A21D39F145CAA310E0	R0003
NumStability/Analysis/TestMatrices/Pascal/PascalSpectral.lean	1460155878c2574282f7f2453bf5b9dc0b190017	044D338616BC2509EE5528730A47DF45198EB0ECD08DA82A5496867D99AB7A8A	DEC2756BA4257DD18CAF16F86DA43E0F9F7482EE3E6BFC0EFCA74FFDB046B337	R0003
NumStability/Analysis/TestMatrices/Pascal/PascalTotalPositivity.lean	03fd47820a021125621a3abdb952651405665a64	C4C8F0AD94DD2C43E99866CC21FA5F415127BD6288F0E14AE334A37681CEAADC	B64AF04022D75373C3AB5333019B0664FE637CC780BFD47984BE41F130F964E4	R0003
NumStability/Analysis/TestMatrices/RandomSVD/Stewart.lean	603886f9f430cfbb404625b0d217934a29561761	BB0C2583DE5439122446CBF856E3774EC1810E8C5AC7A162B1AFDB223BF2CA0C	5AD21750AB6D5F6D4CA6A0B783BDF6660AE2C27525751EF79C217FF2E3B4FB4C	R0003
NumStability/Analysis/TestMatrices/RandomSVD/StewartHaar.lean	198c8d199251732a2d4c1bd1688c0d1ffaa1fc82	CB42E118F70C7D863C549764AB42BE432449124B487FC7780765996148B542C9	0ACC766363E26218ECB78ACBE038B23242F5B6976BB47956A97BE25FDC0ADCF6	R0003
NumStability/Analysis/TestMatrices/RandomSVD/StewartRecursion.lean	5b08cca1ce92bf4af07e179b20a8316c07d0388a	1F3F741F0B04D99A8270C00C2CC1D0B31B2E7FDF3131D8AF34160E8BD7C7D3C4	FD3C5F94E16B9DD04756ADD85B7041B8C392E9DCFB3003A12D78CD7B5515297F	R0003
NumStability/Analysis/TestMatrices/RealGinibre/GinibreRoots.lean	4876e5135254376b47c61fc769a10976a2e773ef	3E3A4660E1C5BAD54B424CA7F9E96196CADFE878EC3BE9558CC5C67272CD7F86	08E6B1E1242F5465EB42E75C92E0AD04844541BADEA7AB5B503BD52B8B08A4BA	R0003
NumStability/Analysis/TestMatrices/Toeplitz/Contracts.lean	654d626645bca534df2f9afbd0c52153d537f899	556202835506CF62E627C7A4AB89DBBF099E2DDD58A211A507ED37363CA37160	03A585570222A40BD01182B18C6B9DF39E0021E8A54002B70BDFC74474468940	R0003
NumStability/Source/DrineasMahoney/RandNLA2016/Equation08/LeastSquaresSketch/Endpoints.lean	c4f4cc5113e9810e458bacd5bcde372778cbc430	3F0DDAB926B69776866ADA905FFAACC63C432DEF1F45BA3BA598FAEF5E689A04	731F58955CE81F7C3DE8D3048AE2B01C73C3FA8B8D92AB119470258D185A588A	R0003
NumStability/Source/Higham/Chapter19/Algorithm12/MGSPaddedClosure.lean	be74f07ab28ac003cbe7487bd3e4d45e6c1fa598	AA4DE3ECBF2DCE5FF59503433A85EA2A63199CAE981F02D50CDAA7AFD8281724	D6F2AE34735565F4D6424ED6DB1BE8A388F64CA51F05B46914BD513A7E32B552	R0003
NumStability/Source/Higham/Chapter19/Labels.lean	0e30d99d08709621b584c8352af3aaaa7caaefbe	62ADB65604BF3D7EBCD67EF73ED20C2FDA534BBF1E8FF486608FF41C5744091D	A0AA1BB492224D439D048621EDDE46FE6D194D261823BBC634EBAD26AB39DE79	R0003
NumStability/Source/Higham/Chapter19/Lemma03/ActualSequence.lean	ce25541fbd9a4385b625d03ca85d28e1ee680719	3E87011FBA21E7412264AACA5EB7255CD5EA685F5E2AD857A5311A1C30D1CD09	9B671A8B19155A3AD5F217519746B64BB25C34ABFD3EE38E3BB226EA41DB494B	R0003
NumStability/Source/Higham/Chapter19/PolarNearest.lean	417f0c79ed332e18938fca94730dc9638011103d	EAF30C593368EC1F9C40701D07CEDB37DC073EAD9B8186AB7E08E24F4DDCC7FD	C5D85ABF91317A6FC04F18E0BE281F8888C770CB0BFA9C75B1B537CD84A82CBB	R0003
NumStability/Source/Higham/Chapter19/Problem09.lean	45467101b495cb1edfd7b0288495c90c23952127	B46FEE62B2834F6C0AF514DC56DA454CBA6D4A832F9D74327D0BE1F9D39753CA	864519E6A396F1EEBCA2B2F868E56EC10DC1AC37317AE5AEF965A480E53C3BE9	R0003
NumStability/Source/Higham/Chapter19/Sensitivity/Closure.lean	509f169b124c45b2f64495d2bed5ff33b0cf3c66	032D60745F8B1AC7E39D24F6F9399A967D80EDFB93078FDA89A5977C6FA4EBD2	0E08E6B55E67ECC5FFC54BFC3E96FAFE4B984F058122C643D5F97C00921CA8F8	R0003
NumStability/Source/Higham/Chapter19/StoredLoop/AllPivots.lean	66878f6e3e8e5af8a7d9f425dcd790d07c2e56e4	5AC060EA16B5993000FE22EAADDF6C76F8B6978F69018D88BC369B77F7C62F40	83168CDADC58EF49630904CA78525F60A01CD464AF87D5825FF2D8975A202102	R0003
NumStability/Source/Higham/Chapter19/StoredLoop/StrongModel.lean	f234d9bcf91cd242d086d44164aa0f55682e95b9	110F3724EB6402C254F4C5078CB1F4A8AF804327226643D8D5A85BA6E5CC0324	BB10F9D2C867DA86986634B44CDBFE904BC42B88EF28F6D10EEEA9397B840825	R0003
NumStability/Source/Higham/Chapter19/Theorem06/CoxHigham.lean	a299dad0ba3d3e4bc1095117b5f2afc81a63a386	AEB3DCFC3BD5F600AE0AC29D07C963736595A102EB462E7A5EA8F0119897179D	B712A1FC70A191F879980AE596F4BFFA2D4988B9028983D73A753C69ED065A23	R0003
NumStability/Source/Higham/Chapter20/Theorem03/QRSolve.lean	21a5fa03e53cfac48cd6f0abc7274b05cb2f0666	5CECCB0EB5A8D33C097B57C440F7BE19E2463595E0EFE41C84B4CCFE0992C4AD	26E1F5E4D83BE6DDA4DF2EDE3B71FFF3121A4BBC817FC59FF17150D5EECD7BBC	R0003
NumStability/Source/Higham/Chapter20/Theorem07.lean	ffc39d7c698cc5eeddf4077c2b23c0ce80da7ddf	202AB3B6FB24C29C9D08DFFDE580EC3E6C30709A291DF8617144C02F29E4E182	2FAC7E3C34EB436936E41820244296E2BB55A04A0963CCBEE9240B336C5961D2	R0003
NumStability/Source/Higham/Chapter20/Theorem07/ActualBackSub.lean	e715a69dfef5279cb2b989a74b6f4dae2bdba571	0F95BCA9CABE102E5EA1C80B2A1AEBF463B495699E20FAED43E0A6116B401391	AD720D3F5D27190035768772009FFA9DCBF52D64BC826E989FD0830C772FD39F	R0003
NumStability/Source/Higham/Chapter20/Theorem07/ActualClosure.lean	a37d63131d420a0e1bf14d4f292d3114771c6d6b	D62E65D02968A5E48E64976372DE31BC9F6E63C637EF21A26A6FA9DF46536D2B	BEACCAC149CB99597F196701963601F3256D03045E7784647988CC69CF02E3A8	R0003
NumStability/Source/Higham/Chapter20/Theorem07/ActualRhs.lean	eb7b664721ea4ab0cda6a5acb064502352be4045	B019CF71DC5A15B536EDEC41B51F2FFC317FD439DA4A78B19CC2CAC2F3365466	D5DC3DE4F782FF191126E69725637AB60A84678873B11750446799302C388CD0	R0003
NumStability/Source/Higham/Chapter20/Theorem07/ActualTrace.lean	6401c519421cd4a518f20e339f0a9b9e472c6830	4533FD7A9A1A4B6BAC6EAE35B8764DE69F0BEAB153A74F23464DF0B2B7E97F45	3077FF58B15C56DA88DF40ABB320BF0DEE9704A7B62FCAB295843C2AC0A87246	R0003
NumStability/Source/Higham/Chapter20/Theorem07/Contract.lean	3967ec89fe2e4773bd5b0c1f699904f2e8e1dece	2A19C7F3BB56391278D4BC5ED021D4A4A156F40044BBD4DB973DF42AF178728A	EA4F54CF4C7BAC86F97C424EBD5B0AD1092BD1B9A8C3F3DF14C5190CF8F6CBCC	R0003
NumStability/Source/Higham/Chapter20/Theorem07/Elimination.lean	4fb999b61cf9ff0f781258d2c0c387ee1e2e035c	55F3EB5B1A2DC8014A878F00DF1E36EE722359D9E66A6BD0F2A324EC8FDEB5F3	D764B09DCDD00216CAF507DE41AB58887A5130BAFBDB8912683E1BA34D925016	R0003
NumStability/Source/Higham/Chapter20/Theorem07/QdR.lean	66481a1864a70df2f4d1ce5de7af819e45eda3b3	A14D496C4549B70C13400CF042E89F6D894CC223FBBD66DF38CA26D206099B4B	4D85CBDF0F3CDCF8DD7F34A4ECC31C72E9B286A9E91A85B58E8EA1BAE593D572	R0003
NumStability/Source/Higham/Chapter20/Theorem07/RowPolicy.lean	32ca1ee6a7c25a04e1d1aa9e6d87ff0e790da7ec	C4C3451F0623168CB542610FED4F653BB70B6AA361DA1046D243506127D49FE3	3FA23B635FFB7C29EA1BEE93B810A17F9DC24B1A6DAB931F71288EF905BE9533	R0003
NumStability/Source/Higham/Chapter20/Theorem07/SourceTrace.lean	6456ad1e34fae81899253c3d3dac5256d50b9c03	96DB5E0D2B91843E910BD90D45CE81543B316BDA39E0D28640C718D6D73AAF91	AAB8E2FC4666530B2F3DCC2C1AE4EB995454ED0BF8B33D7A0091C14ADC35AF43	R0003
NumStability/Source/Higham/Chapter28/Section01/Cauchy/Cauchy.lean	b61a45185b76bf38dc78946c02b287124c06a524	B19713915000ADEBC3A4F5701979DA90A3FB4B9D3428DD873008E5E858114FCD	9CA47E547732AB138F5932D5DAD11033578E10E5A945899A8C1988EB00DAD995	R0003
NumStability/Source/Higham/Chapter28/Section01/HilbertConditioning/Cauchy.lean	4d705010f2acd639c661d7ee2e4488ad0d27ea84	8FB901F6B99594CCA1468F1F1409965F4517D320869EABBF4E91C30E0209C246	5744119BF74912299BB1923745C27599C7A96DB48076D488DE5BF84CE03BAF88	R0003
NumStability/Source/Higham/Chapter28/Section01/HilbertConditioning/HilbertCondition.lean	fb8447f630d4cc616ae0587a5446cc9fdf36a6a7	1B500B71C1127F1D393A563D609609CCD8888617FE158092843889D62B864658	4F11459FD550B267BAAAB0469D69182395AB17C8C25CEDBB0651484170091202	R0003
NumStability/Source/Higham/Chapter28/Section02/RealGinibre/FiniteExpectation/Ginibre.lean	8c79c8f25a2a379ce00b30aa7134f338b2642120	528380C18AD6528381959C75417079481E98242A2117265F171E157DBE115214	0B2F01A3293EA401DDBD1EF573567583228B1D661AA8A221D6EA482F4F6E2AF8	R0003
NumStability/Source/Higham/Chapter28/Section02/RealGinibre/FiniteExpectation/GinibreAbsoluteDetRecurrence.lean	af991a049186e99af0ca0ab95bc3183d3b7dfee5	544FED964B5AB9672E50BB93BF837F4A36C6297A9C6B6AA918CEFFA4A79E0F88	BFF1F0DCD1A8A7EE1D0E884E4CFD9C6DE510DA3E589F509AF5978F2EA4DEDF2A	R0003
NumStability/Source/Higham/Chapter28/Section02/RealGinibre/FiniteExpectation/GinibreCharacteristicProduct.lean	8de2bc325b31e82911ce4626c6c618cada72d50c	A3A3EBE59A1518F97D0290B73143B8A94A08634C6D15918E5AB24919E39FB936	C0722E2F6F237910B43E933E4B9547140C804E33F2A81559EB2BCC9DF3AE0E5F	R0003
