path	preimage_blob_oid	preimage_sha256	postimage_sha256
NumStability/Source/Higham/Chapter14/Problem02.lean	0c005b1b5e5cf5a1592cc5ac95d77463c69cbe5d	4652DF34D5B72FCEE15060DE96B413F4676E809919B724AB93F454C57117544D	E1C9349137F508DD7D3638C565253E993AAEDCFD8C74B74E60BB3814444823CB
NumStability/Source/Higham/Chapter14/Problem12.lean	926488fbd0fdfa29c98f47c5fbde945099f1141f	F353DE7630949A8DCF2F32078BF0BB84E427028DFFF8927FBC63B6C26697DB2B	EB6E3D4DE21BBB8CCFBECBD0AD1D6480244EB2CBEE910012194EDB89AF3D774B
NumStability/Source/Higham/Chapter14/Section01.lean	1041fd6e1ac78eae3d8f452979467df6a1a46d76	9576F7D50763239C8EBB384BBC5391476728075C1EE68D8F8B758DFA7BB0FDF0	F719A44E16D858A20F65B8926BE6A07EA742F98505C4C4A5EADE0C92B7305FF9
NumStability/Source/Higham/Chapter14/Section02.lean	2e07ac96edf64525a3debeb52b036c77263c9bc5	117A9D080C5DAA16198FF376DB92114F08958C606787BDE16BDD78ECC43207D0	EC898FD9518AF704D3C1ACD0F3949B5FEEB76B733867379C28F6FBBC8906BF58
NumStability/Source/Higham/Chapter14/Section03/ResidualOperatorTwoNorm/Bridge.lean	4ec7953aeab8d6833b71981406df7fecf7bbe190	1C918E85209A8943B4606BACA78FA080ED4188C0FE654FFA51D1CFE8D08919FA	2A9FB8C0F9815368A4A5AF6819B43D9866D00190D427172F4907E3F53B010B55
NumStability/Source/Higham/Chapter14/Theorem05.lean	6ae0c02e6bb1f3049b02a4fd895e3c4d4ab79b8e	5825D77CFDD7937DBECC92684C2CFEB1D3AD898B939564DB15FA0369C257DB76	A17EB53E8B43F1A0952A8A23E5F8562C1502B6F19CC136F3C4AF3008A30C9F83
NumStability/Source/Higham/Chapter19/Theorem05/SourceClosure.lean	dddec78f2ea9ffadadd1bc360b64bb7e160cfa58	53D6605F7D05DF56A37982EA25DF03EFF846F773165141A6E9C051242A89C05C	63FBE4D71F2F6A9444700D1A031FF1B1F3138F8FB620D535D0B62410F8785038
NumStabilityTest.lean	18a16f88d946795c9c5a7cb46d63c4640b7de998	C5200B8A37338AC050E61787EEF9E4E50DA3027C1F457EF38D7A2F4EF4D15283	70567C5CD2EE0F031BB5C662E70C7EE14EA8449080F06760D07560CBFE92689D
docs/architecture/COMPATIBILITY.md	2ec5261a3d7fe75af25e793c7d3aed9f9425c79c	250D0849281E9611E0599D6A749AFC00B377089278D4205C3B90449BD36E8B8C	BF5FF1F777EF7C516BD85BB624A8A49E2E61EE5E28162B1E67ED1047D7252CD4
docs/architecture/MIGRATION.md	58a651b6528a5ce4048d163806e010e41290dc54	226D4E19DFDF28BBB29AEE8548A94D1AE7C613D586AFA717A6C306199FA4B1D4	CC990867A876342C255D093F5B32AA5D12E79F96A7CF4499FE6A877569D2198A
docs/architecture/layout-exceptions.json	f2adbdc1cea2579aacac1d8e5f84be394b40e3a9	C6FE5BB2792D9CF841E4BB3BD795D5BB7E5834138475762EF07E70E57BE50977	D5A48A2BA201408C99798D5510B82B5138958B6CA3F3A7EC84F5FF04AB8DED0A
docs/architecture/tiers.json	a15c10e642e7b045d72b35eae42f48831ae21b88	B6CC7F8E85645D178CE459663B729D9741B824DE41B40EB0E2CFCF371AF24A48	6009A666CC9E4BA3266CC20568D97A535F4B994C074207CA8581E8983F3FEF1E
